timestamp,position 1,velocity 1,torque 1,power 1,pressure 1,foot_contact 1,position 3,velocity 3,torque 3,power 3,pressure 3,foot_contact 3
1719420241.6678476,0.0,0.0091,0.0,0.0,102.1456,False,0.0,0.001,0.0,0.0,102.6612,False
1719420241.708276,0.0,0.001,-0.0082,-0.0012,102.1925,False,0.0,-0.0006,-0.0126,-0.0006,102.7081,False
1719420241.7378302,0.0,0.0041,0.0048,0.0003,102.1925,False,-0.0,0.001,0.0001,-0.0023,102.7081,False
1719420241.769633,-0.0,-0.0032,-0.0048,-0.0003,102.0987,False,0.0,0.0002,0.0026,-0.0011,102.7081,False
1719420241.8011932,-0.0,-0.0066,0.0095,0.0002,102.0987,False,-0.0001,-0.0154,0.0127,-0.0012,102.6144,False
1719420241.8338294,0.0,-0.0018,-0.0068,-0.0013,102.0987,False,0.0,0.0084,-0.0075,-0.0016,102.7081,False
1719420241.862974,0.0,0.0036,-0.0095,-0.0012,102.0519,False,-0.0,0.004,0.0026,-0.0011,102.4269,False
1719420241.8932905,0.0,-0.0057,-0.0054,0.0005,102.0519,False,0.0001,0.0125,-0.0,0.002,102.5675,False
1719420241.9238918,0.0,0.0136,0.0048,0.0007,102.0987,False,0.0,0.004,0.0025,0.001,102.5675,False
1719420241.9532912,0.0,0.0015,0.0061,0.0003,102.0519,False,0.0,0.0185,0.0125,0.0005,102.7081,False
1719420241.9845238,0.0,0.0102,-0.0027,-0.0,102.1925,False,-0.0,0.0016,-0.0001,0.0013,102.5206,False
1719420242.0140696,0.0001,0.0217,-0.0034,-0.0007,102.1456,False,-0.0,-0.0047,-0.0001,0.0013,102.8487,False
1719420242.0458388,-0.0,-0.0004,0.0014,-0.0002,102.1456,False,-0.0,-0.0102,0.005,-0.0001,102.6144,False
1719420242.076724,0.0,0.007,0.0129,0.0012,102.005,False,-0.0,-0.0063,0.015,0.0005,102.6612,False
1719420242.1074045,-0.0,-0.0034,-0.0027,-0.0004,102.1456,False,0.0,0.0161,0.0025,-0.0009,102.8487,False
1719420242.1387239,0.0,0.0006,0.0123,-0.0002,102.0987,False,-0.0,0.0093,-0.0101,-0.0006,102.7081,False
1719420242.17018,-0.0,-0.0046,-0.0061,-0.0007,102.0519,False,0.0001,0.0311,-0.0025,-0.0034,102.6144,False
1719420242.2012827,0.0,0.0048,0.0034,0.0005,102.005,False,0.0,0.0085,-0.0025,-0.0007,102.4737,False
1719420242.2328205,0.0,0.0025,-0.0034,0.0004,101.9581,False,-0.0001,-0.0019,-0.0024,-0.0011,102.5675,False
1719420242.263535,0.0,0.0104,-0.0068,-0.0007,101.9581,False,-0.0,0.0001,0.0125,0.0008,102.6144,False
1719420242.293542,0.0,0.0093,-0.0048,-0.0006,102.1456,False,0.0,0.0095,0.0026,-0.0011,102.6144,False
1719420242.324037,0.0,0.0057,0.0034,0.0004,102.0987,False,-0.0,0.0027,0.0025,0.0005,102.6144,False
1719420242.3530686,0.0,0.0061,-0.0027,-0.0005,102.1456,False,-0.0001,-0.0079,0.005,-0.0001,102.6612,False
1719420242.3824515,0.0,-0.0016,-0.0116,-0.002,102.1925,False,-0.0,-0.0062,-0.0,0.0,102.7081,False
1719420242.4141693,-0.0,-0.0113,0.0014,-0.0002,102.0519,False,-0.0,0.0029,0.005,0.0,102.7081,False
1719420242.4457517,0.0,0.003,0.002,0.0005,102.0519,False,-0.0,0.0079,0.0026,-0.0009,102.7081,False
1719420242.4770577,0.0,0.009,-0.0,-0.0,102.005,False,-0.0001,-0.0148,-0.0026,0.0007,102.7081,False
1719420242.5081,-0.0,-0.0051,-0.0177,-0.003,102.1456,False,0.0,0.0055,-0.0075,-0.0013,102.6612,False
1719420242.5389256,0.0,-0.0014,-0.0061,-0.0007,102.1925,False,0.0,0.0216,-0.0,-0.0,102.8019,False
1719420242.5688868,0.0,0.0023,-0.0014,0.0001,102.1925,False,-0.0001,-0.0022,0.005,-0.0,102.755,False
1719420242.5994363,-0.0,-0.0082,0.0034,0.0006,102.1925,False,-0.0,-0.0063,-0.0024,-0.001,102.6144,False
1719420242.630402,-0.0,-0.0075,0.0163,0.0005,102.2394,False,-0.0,-0.0071,-0.0026,0.0005,102.6612,False
1719420242.6610053,-0.0,-0.0077,0.0,0.0,102.1456,False,0.0,0.0212,-0.0075,-0.0011,102.5675,False
1719420242.6905653,0.0,0.0045,-0.0,-0.0,102.0519,False,-0.0,-0.0039,-0.0078,-0.0013,102.7081,False
1719420242.7205935,-0.0,-0.0058,-0.0075,0.0003,102.0987,False,0.0,0.001,0.0026,-0.0,102.5206,False
1719420242.7504005,0.0,0.002,-0.0048,-0.0,102.0987,False,-0.0001,-0.0028,0.0,-0.0,102.6612,False
1719420242.7819617,-0.0,-0.0123,-0.0034,-0.0007,102.005,False,-0.0001,-0.0208,0.0026,-0.0011,102.8487,False
1719420242.8126605,-0.0,-0.0006,-0.0095,-0.0012,102.1456,False,-0.0,-0.0066,-0.0001,0.0007,102.4737,False
1719420242.8425205,-0.0,-0.0072,-0.0109,-0.0006,101.9112,False,0.0,0.0169,-0.0025,-0.0009,102.8019,False
1719420242.872751,0.0001,0.0134,-0.0074,-0.0006,102.005,False,-0.0001,-0.0134,-0.0052,0.0016,102.8019,False
1719420242.9034362,-0.0,-0.0059,0.0034,-0.0017,101.9581,False,-0.0,0.0006,0.0,0.0,102.8956,False
1719420242.934774,0.0,0.0052,-0.0014,0.0003,102.0519,False,0.0,0.0169,-0.0,-0.0,102.7081,False
