timestamp,position 1,command_position 1,velocity 1,torque 1,power 1,pressure 1,foot_contact 1,position 3,command_position 3,velocity 3,torque 3,power 3,pressure 3,foot_contact 3
1721576993.1407232,-0.2224,0.0628,0.0273,0.0,0.0,100.0831,False,-0.4483,0.0628,0.032,0.0,0.0,103.1837,False
1721576993.1661644,-0.2226,0.0,-0.0116,-0.0019,-0.0008,100.13,False,-0.4481,6.2832,0.06,0.0084,0.0004,103.2375,True
1721576993.1969137,-0.2226,0.0,0.0229,-0.0027,-0.0006,100.0831,False,-0.4481,6.2832,0.0839,-0.0,-0.0,103.13,True
1721576993.2263947,-0.2225,0.0,-0.0252,-0.0046,-0.0005,100.1769,False,-0.4481,6.2832,0.0156,0.0044,0.0005,103.3988,True
1721576993.2568119,-0.2225,0.0,-0.0449,0.0,0.0003,100.0831,False,-0.448,6.2832,0.0842,0.0044,0.0002,103.13,True
1721576993.2863095,-0.2225,0.0,0.0282,-0.0066,-0.0012,100.0831,False,-0.448,6.2832,0.0669,0.0086,0.0003,103.1837,True
1721576993.3172174,-0.2227,0.0,-0.0577,0.0037,0.0004,100.13,False,-0.4479,6.2832,0.031,-0.0133,-0.0016,103.2375,True
1721576993.348156,-0.2225,0.0,-0.0171,-0.0027,0.0001,100.13,False,-0.4482,6.2832,-0.016,0.0044,0.0004,103.5062,True
1721576993.3787596,-0.2223,0.0,0.0852,0.0046,-0.0,100.13,False,-0.4483,6.2832,-0.0032,0.0043,-0.0005,103.2375,True
1721576993.408707,-0.2222,0.0,0.0484,0.0,0.0,100.13,False,-0.4478,6.2832,0.1424,-0.0,0.0008,103.345,True
1721576993.439069,-0.2226,0.0,-0.0381,-0.0037,-0.0004,100.13,False,-0.4484,6.2832,-0.0569,-0.0089,-0.0014,103.13,True
1721576993.4699638,-0.2222,0.0,0.0716,0.0056,0.0005,100.13,False,-0.4481,6.2832,0.0049,0.0002,-0.0004,103.2912,True
1721576993.500918,-0.2219,0.0,0.1906,0.0083,0.0007,100.13,False,-0.4481,6.2832,0.0067,-0.0002,-0.0001,103.345,True
1721576993.530661,-0.223,0.0,-0.0915,-0.0055,-0.0025,100.1769,False,-0.448,6.2832,0.0607,0.0087,0.0009,103.2912,True
1721576993.5619352,-0.2223,0.0,0.0503,0.001,-0.0,100.0831,False,-0.4483,6.2832,0.0067,0.0,0.0,103.2375,True
1721576993.5910864,-0.2224,0.0,0.025,-0.0027,-0.0006,100.2706,False,-0.4488,6.2832,-0.1533,-0.004,-0.0011,103.3988,True
1721576993.6219492,-0.2225,0.0,0.0155,-0.0046,-0.0006,100.0831,False,-0.4481,6.2832,0.0795,0.0002,-0.0004,103.5062,True
1721576993.6506329,-0.2222,0.0,0.0365,0.0093,0.0004,100.13,False,-0.4483,6.2832,0.0115,-0.0046,-0.0008,103.2912,True
1721576993.680918,-0.2228,0.0,-0.0925,0.0093,0.0004,100.13,False,-0.4485,6.2832,-0.0471,0.0087,0.0008,103.2912,True
1721576993.723916,-0.2226,0.0,-0.0506,-0.0027,-0.0009,100.1769,False,-0.4481,6.2832,0.0401,-0.0041,-0.0011,103.345,True
1721576993.7571533,-0.2225,0.0,-0.0077,0.0019,-0.0002,100.0362,False,-0.4484,6.2832,-0.0225,0.0,0.0,103.345,True
1721576993.7867088,-0.2225,0.0,0.0147,-0.0093,-0.0013,100.13,False,-0.4483,6.2832,0.011,-0.0043,-0.0007,103.2375,True
1721576993.8160243,-0.2227,0.0,-0.0804,-0.0046,-0.0005,100.1769,False,-0.448,6.2832,0.0775,0.0,0.0,103.2912,True
1721576993.8460836,-0.2224,0.0,0.0264,-0.012,-0.0021,100.2237,False,-0.4479,6.2832,0.0846,0.0043,0.0003,103.2375,True
1721576993.8760624,-0.2225,0.0,-0.0062,0.0,0.0,100.13,False,-0.4483,6.2832,-0.0063,-0.0091,-0.0018,103.3988,True
1721576993.9069266,-0.2229,0.0,-0.1155,0.0009,-0.0001,100.13,False,-0.4483,6.2832,0.0232,0.0043,0.0003,103.13,True
1721576993.9382372,-0.2225,0.0,0.0428,0.0093,0.0005,100.2237,False,-0.4479,6.2832,0.0854,-0.0089,-0.0013,103.2375,True
1721576993.9684777,-0.2223,0.0,0.0534,-0.0046,-0.0005,100.2706,False,-0.4482,6.2832,0.0606,0.0043,0.0001,103.2375,True
1721576993.9987109,-0.2223,0.0,0.0725,0.0166,0.0002,100.13,False,-0.4482,6.2832,0.1055,-0.0,0.0,103.2375,True
1721576994.0307107,-0.2226,0.0,-0.0032,0.0037,0.0004,100.13,False,-0.4485,6.2832,-0.0423,-0.0045,-0.0005,103.3988,True
1721576994.0607343,-0.2225,0.0,-0.0327,-0.0027,-0.0003,100.13,False,-0.4482,6.2832,0.0255,-0.0041,-0.0008,103.345,True
1721576994.0909436,-0.2222,0.0,0.0439,-0.0047,0.0,100.1769,False,-0.4482,6.2832,0.0272,-0.0002,-0.0001,103.3988,True
1721576994.1219363,-0.2223,0.0,0.0285,-0.0073,-0.0012,100.13,False,-0.4485,6.2832,-0.0306,0.0004,-0.0002,103.2912,True
1721576994.1517289,-0.2226,0.0,-0.0278,-0.0102,-0.0009,100.1769,False,-0.448,6.2832,0.0936,0.0087,0.0005,103.345,True
1721576994.18275,-0.2223,0.0,0.0198,0.0093,0.0005,100.13,False,-0.4485,6.2832,-0.0885,-0.0132,-0.0015,103.2912,True
1721576994.2140043,-0.2224,0.0,-0.007,-0.0046,0.0003,100.13,False,-0.4484,6.2832,-0.038,0.0045,0.0004,103.1837,True
1721576994.2449436,-0.2225,0.0,0.0574,-0.0074,-0.0013,100.0831,False,-0.4482,6.2832,-0.0264,-0.0002,-0.0001,103.345,True
1721576994.2747262,-0.2225,0.0,0.0318,0.0027,0.0003,100.1769,False,-0.4482,6.2832,-0.0203,-0.0002,0.0001,103.5062,True
1721576994.3043194,-0.2225,0.0,-0.0541,0.001,-0.0,100.13,False,-0.4481,6.2832,0.0362,-0.0044,-0.0005,103.345,True
1721576994.3340352,-0.2226,0.0,-0.0751,-0.0046,-0.0005,100.13,False,-0.4481,6.2832,0.0391,0.0048,-0.0004,103.2375,True
1721576994.3661454,-0.2226,0.0,-0.0414,-0.0037,-0.0007,100.13,False,-0.4487,6.2832,-0.1144,0.0047,0.0001,103.4525,True
1721576994.3969405,-0.2229,0.0,-0.085,0.0083,0.0004,100.1769,False,-0.4479,6.2832,0.1021,0.0046,0.0001,103.3988,True
1721576994.4282348,-0.2224,0.0,-0.0267,0.0046,0.0002,100.13,False,-0.4482,6.2832,0.0434,0.0087,0.0004,103.4525,True
1721576994.457889,-0.2222,0.0,0.0916,-0.003,-0.0003,100.0831,False,-0.4484,6.2832,0.0363,0.0085,0.0001,103.4525,True
1721576994.4888363,-0.2225,0.0,-0.0604,0.0083,0.0006,100.1769,False,-0.4486,6.2832,-0.0666,-0.0092,-0.0012,103.345,True
1721576994.5190623,-0.2225,0.0,-0.0632,-0.0111,-0.0025,100.1769,False,-0.448,6.2832,0.0725,-0.0043,-0.0007,103.56,True
1721576994.550123,-0.2223,0.0,0.0077,-0.001,0.0001,100.2237,False,-0.4481,6.2832,0.0044,-0.0044,-0.0003,103.345,True
1721576994.58045,-0.2226,0.0,0.0027,0.0,0.0,100.13,False,-0.4481,6.2832,0.0127,0.0048,-0.0008,103.5062,True
1721576994.6117902,-0.2229,0.0,-0.0961,0.0139,0.0002,100.1769,False,-0.448,6.2832,0.0357,0.0002,-0.0001,103.2912,True
1721576994.6417475,-0.2226,0.0,-0.0036,-0.0027,-0.0011,100.1769,False,-0.4478,6.2832,0.0638,-0.0047,-0.0008,103.4525,True
1721576994.6709301,-0.2221,0.0,0.1057,0.0083,0.0005,100.0831,False,-0.4481,6.2832,0.0345,0.0132,0.0005,103.345,True
1721576994.701679,-0.2226,0.0,-0.0138,0.0139,0.0007,100.13,False,-0.4481,6.2832,0.0493,0.0044,0.0004,103.1837,True
1721576994.7335138,-0.2224,0.0,-0.0138,0.0083,0.0005,100.1769,False,-0.4484,6.2832,-0.0517,-0.0087,-0.0013,103.13,True
1721576994.7631395,-0.2222,0.0,0.0708,-0.002,-0.0004,100.1769,False,-0.4484,6.2832,-0.0253,-0.0043,0.0001,103.2912,True
1721576994.792312,-0.2225,0.0,0.0108,0.001,-0.0001,100.2237,False,-0.4483,6.2832,0.0073,-0.0089,-0.0011,103.345,True
1721576994.8238862,-0.2223,0.0,0.0365,0.0093,0.0006,100.2237,False,-0.4482,6.2832,0.0264,0.0044,0.0001,103.345,True
1721576994.8533137,-0.2224,0.0,0.002,-0.001,0.0001,100.2237,False,-0.4485,6.2832,-0.0367,-0.004,0.0005,103.345,True
1721576994.8846226,-0.2226,0.0,-0.06,0.0046,0.0007,100.0831,False,-0.4484,6.2832,0.0136,-0.0091,-0.0011,103.2375,True
1721576994.9137537,-0.2223,0.0,0.0232,0.0027,0.0007,100.2237,False,-0.4484,6.2832,0.0291,-0.0002,0.0001,103.1837,True
1721576994.9448752,-0.2222,0.0,0.042,0.0066,-0.0,100.0831,False,-0.4488,6.2832,-0.1002,-0.0,-0.0,102.8487,True
1721576994.9748342,-0.2226,0.0,-0.0621,0.0037,0.0004,100.13,False,-0.4488,6.2832,-0.0335,0.0047,-0.0003,103.0362,True
1721576995.0049217,-0.2222,0.0,-0.0138,0.0047,0.0005,100.13,False,-0.4489,6.2832,-0.0139,0.004,0.0003,102.7081,True
1721576995.035828,-0.2222,0.0,-0.0778,0.0047,0.0003,100.13,False,-0.4493,6.2832,0.0398,-0.0048,0.0001,102.5206,True
1721576995.0668843,-0.2219,0.0,0.0105,0.0073,0.0003,100.13,False,-0.4501,6.2832,-0.0696,0.0087,-0.0,102.4269,True
1721576995.097472,-0.2217,0.0,0.0275,0.0,0.0,100.1769,False,-0.4511,6.2832,0.0106,0.0087,0.0002,101.9581,True
1721576995.1287704,-0.2213,0.0628,0.0232,-0.0072,-0.0013,100.0362,False,-0.4512,0.0628,0.0122,-0.0046,-0.0005,102.0987,False
1721576995.1580477,-0.2211,0.0,0.0147,0.0047,0.0003,100.2237,False,-0.4514,6.2832,0.1046,0.0051,-0.0004,102.005,True
1721576995.1902945,-0.2208,0.0,0.0461,-0.0047,-0.0004,100.1769,False,-0.4517,6.2832,-0.0133,-0.0005,0.0002,101.9112,True
1721576995.2208114,-0.2205,0.0628,0.0327,0.0,0.0,100.13,False,-0.4519,0.0628,-0.002,-0.0052,0.0001,101.7706,False
1721576995.2521613,-0.2204,0.0628,0.0071,0.0012,-0.0003,100.2706,False,-0.4525,0.0628,-0.0268,-0.0053,-0.0004,101.7706,False
1721576995.2819757,-0.2203,0.0628,0.0023,-0.0047,-0.0003,100.2237,False,-0.4526,0.0628,-0.0495,-0.0,-0.0004,101.8644,False
1721576995.3142042,-0.2205,0.0628,-0.0955,0.0094,0.0001,100.1769,False,-0.4525,0.0628,-0.044,-0.0046,-0.0009,101.7237,False
1721576995.3440883,-0.2203,0.0628,-0.0483,0.0035,0.0004,100.1769,False,-0.4525,0.0628,-0.0448,0.0074,0.0006,101.7706,False
1721576995.3748646,-0.2199,0.0628,0.0167,0.0024,-0.0004,100.1769,False,-0.4526,0.0628,-0.0552,-0.0086,-0.001,101.7237,False
1721576995.4039028,-0.2201,0.0628,-0.0368,0.0035,0.0004,100.2706,False,-0.4528,0.0628,-0.0907,-0.0033,-0.0006,101.8175,False
1721576995.4362397,-0.2196,0.0628,0.0458,0.0,0.0,100.13,False,-0.4524,0.0628,-0.0222,0.004,-0.0,101.9112,False
1721576995.4646256,-0.2201,0.0628,0.0306,0.0105,0.0002,100.2237,False,-0.4526,0.0628,-0.0667,-0.0099,0.0003,101.6769,False
1721576995.4938703,-0.2205,0.0628,-0.1006,0.0035,0.0002,100.2706,False,-0.4527,0.0628,-0.0714,-0.0033,-0.0006,101.8175,False
1721576995.5250916,-0.2202,0.0628,-0.034,-0.0035,-0.0005,100.2237,False,-0.4527,0.0628,-0.0719,-0.0013,-0.0002,101.7706,False
1721576995.5567496,-0.2201,0.0628,-0.0346,-0.007,-0.0012,100.13,False,-0.4525,0.0628,0.0081,-0.0027,-0.0002,101.5362,False
