Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-315.741516,-751.583130,-156.279297,-284.805939,-761.627380,-249.413696,-333.078125,-439.357666,-157.164444,-286.798950,-635.723511,-278.005066,-311.312439,-363.122681,-214.758362,-297.857574,-397.776642,-338.300995,-278.114502,-637.182739,-424.143097,-297.698578,-289.642822,-441.610657,-308.653748,-465.269989,-474.883331
1,0.008000,-315.492371,-756.809692,-159.157547,-284.956177,-764.392090,-252.348267,-331.957184,-443.129486,-158.307892,-286.710632,-637.966003,-278.117676,-310.243225,-366.602081,-215.550903,-297.438477,-398.944702,-339.564362,-278.389923,-637.364258,-424.251282,-297.421997,-289.748901,-441.724396,-308.754425,-465.424530,-474.947479
2,0.017000,-315.029327,-762.448914,-161.896896,-284.823853,-767.235046,-255.383606,-330.853607,-446.189606,-159.233932,-286.584290,-640.249329,-278.111725,-309.351318,-369.530853,-216.106552,-296.610535,-400.051025,-340.977020,-278.675690,-637.379028,-424.226990,-297.144348,-289.653564,-441.846802,-308.892365,-465.386108,-474.929016
3,0.025000,-314.329926,-768.309692,-164.601654,-284.557251,-769.958984,-258.408386,-329.903717,-448.433655,-159.777634,-286.282074,-642.446167,-277.922394,-308.512909,-371.633575,-216.687988,-296.226959,-400.493408,-341.899719,-278.969513,-637.149475,-424.053711,-296.874023,-289.375519,-441.905701,-309.040863,-465.172974,-474.776062
4,0.033000,-313.913910,-774.196472,-167.621323,-284.106018,-772.636230,-261.694244,-329.123047,-449.912933,-160.120331,-285.942169,-644.668152,-277.684662,-307.607666,-373.062927,-216.944305,-295.905487,-400.664886,-342.552826,-279.189575,-636.734802,-423.784698,-296.692780,-288.940460,-441.883545,-309.273834,-464.675629,-474.382416
5,0.042000,-312.533020,-780.302979,-171.197433,-284.163574,-774.626221,-264.977509,-328.443359,-450.619965,-160.075195,-285.634399,-646.630920,-277.566132,-306.955719,-373.813873,-216.975922,-295.655182,-400.438171,-342.760864,-279.326324,-636.092957,-423.402283,-296.542114,-288.339447,-441.699493,-309.362549,-464.191681,-474.076935
6,0.050000,-312.265533,-786.328247,-174.526901,-283.214539,-777.227966,-268.406891,-328.073700,-450.324036,-159.542175,-285.385925,-648.677307,-277.361206,-306.596130,-373.713379,-216.601013,-295.387573,-399.849701,-342.646057,-279.377411,-635.354553,-423.000214,-296.455475,-287.440338,-441.338409,-309.360199,-463.410400,-473.713898
7,0.058000,-311.577698,-792.094177,-178.253510,-283.146759,-779.035950,-271.717682,-327.807739,-449.471893,-158.810883,-285.144836,-650.644104,-277.202271,-306.331055,-372.998627,-216.083572,-295.222717,-398.787811,-342.145538,-279.444946,-634.493408,-422.515137,-296.253418,-286.587799,-440.931183,-309.343811,-462.454987,-473.243164
8,0.067000,-311.275757,-797.532532,-181.918243,-282.882324,-781.096741,-274.852661,-327.731171,-447.465942,-157.583817,-284.937286,-652.638184,-276.935547,-306.258392,-371.330933,-215.263138,-295.059540,-397.432678,-341.377197,-279.388947,-633.288452,-421.932739,-296.148224,-285.516235,-440.338043,-309.290192,-461.298187,-472.643524
9,0.075000,-310.913147,-802.958618,-185.678558,-282.618134,-783.128174,-278.025635,-327.718842,-444.806061,-156.020706,-284.816528,-654.606812,-276.787140,-306.319366,-369.045135,-214.283691,-295.084412,-395.891937,-340.151367,-279.269836,-632.160706,-421.381042,-296.158936,-284.187256,-439.648987,-309.169800,-460.073547,-472.031738
10,0.083000,-310.524475,-808.208313,-189.515137,-282.417358,-784.947449,-281.023407,-328.017029,-441.561829,-154.234436,-284.615845,-656.557617,-276.595459,-306.340790,-366.336304,-213.067261,-295.189911,-393.904327,-338.655487,-279.177551,-630.860962,-420.719299,-296.050293,-283.034515,-439.005951,-309.032990,-458.752228,-471.320465
11,0.092000,-310.357452,-813.015320,-193.150009,-282.211945,-786.516052,-283.829346,-328.268860,-437.742401,-152.200150,-284.612183,-658.264954,-276.414093,-306.562866,-362.947571,-211.661682,-295.113037,-391.737518,-336.995514,-279.100677,-629.513611,-419.921722,-295.983978,-281.608643,-438.215515,-308.912811,-457.567810,-470.567871
12,0.100000,-309.894470,-817.679016,-196.984146,-281.972137,-788.013489,-286.591797,-328.719208,-433.211578,-149.914871,-284.493927,-659.949463,-276.233368,-306.757568,-359.065033,-210.224060,-295.380127,-389.134155,-335.046997,-278.980408,-627.974304,-419.056854,-295.828796,-280.256042,-437.547516,-308.758179,-456.064087,-469.779724
13,0.108000,-309.621277,-822.067566,-200.514847,-281.727051,-789.273376,-289.192444,-329.230591,-428.060516,-147.390793,-284.419128,-661.429993,-275.958252,-307.142456,-354.770721,-208.519928,-295.455292,-386.386383,-332.986359,-278.836670,-626.582642,-418.156677,-295.816437,-278.744446,-436.910767,-308.590515,-454.627441,-469.132599
14,0.117000,-309.135803,-825.970276,-204.093384,-281.450989,-790.386292,-291.574829,-329.694977,-422.368744,-144.758881,-284.133820,-662.807617,-275.713043,-307.453308,-349.907928,-207.077972,-295.732178,-383.462006,-330.808411,-278.648315,-624.974121,-417.237457,-295.870117,-277.332397,-436.254303,-308.519531,-453.064819,-468.282349
15,0.125000,-308.444611,-829.546814,-207.423492,-281.110748,-791.309326,-293.683960,-330.003448,-416.259674,-142.009781,-283.837036,-663.943115,-275.490173,-307.831024,-344.724701,-205.338989,-295.925812,-380.395447,-328.476776,-278.443756,-623.376099,-416.174347,-296.007416,-275.773560,-435.455963,-308.434326,-451.574249,-467.427856
16,0.133000,-307.814270,-832.717102,-210.333618,-280.526276,-791.965332,-295.429840,-330.316406,-409.623871,-139.071442,-283.477661,-664.973328,-275.191376,-308.194977,-339.220673,-203.606277,-296.064026,-377.060974,-326.076782,-278.196808,-621.855042,-415.148834,-296.185791,-274.217743,-434.639771,-308.363831,-450.053375,-466.477844
17,0.142000,-306.968994,-835.279968,-212.778671,-279.859100,-792.343994,-296.970947,-330.732635,-402.707642,-135.956161,-283.181183,-665.611511,-274.830811,-308.537109,-333.462555,-201.787979,-296.301483,-373.662903,-323.409058,-278.032501,-620.135498,-414.098938,-296.487854,-272.639069,-433.782898,-308.353912,-448.511505,-465.605072
18,0.150000,-306.026520,-837.547180,-214.833374,-279.118530,-792.699158,-298.006866,-331.141876,-395.574615,-132.843124,-282.811615,-666.202148,-274.493469,-308.848846,-327.496704,-200.053055,-296.744598,-370.185822,-320.642609,-277.836456,-618.557861,-412.962585,-296.812408,-271.197754,-432.909149,-308.416779,-447.003082,-464.577881
19,0.158000,-305.039215,-839.405579,-216.337814,-278.222931,-793.074036,-298.708160,-331.604614,-388.066254,-129.564682,-282.372620,-666.779114,-274.079651,-309.550903,-321.254181,-198.118698,-297.091187,-366.645172,-317.721375,-277.528564,-617.180969,-411.928101,-297.070709,-269.702026,-431.728241,-308.463501,-445.600006,-463.500336
20,0.167000,-304.102814,-840.908203,-217.136612,-277.385498,-793.349487,-298.890198,-332.149872,-380.602386,-126.508667,-282.056427,-667.223938,-273.648529,-310.341339,-315.040253,-196.103806,-297.702240,-363.219482,-314.455414,-277.342560,-615.693420,-410.842316,-297.547150,-268.278168,-430.461853,-308.472656,-444.238556,-462.452759
21,0.175000,-303.392822,-841.896973,-217.165970,-276.752472,-793.709900,-298.626953,-332.679810,-375.496765,-125.528214,-281.879852,-667.642944,-273.154358,-311.274109,-308.595306,-194.107391,-298.271881,-359.642365,-311.197388,-277.156982,-614.380493,-409.721680,-297.834869,-267.021698,-429.266022,-308.500305,-442.850677,-461.274506
22,0.183000,-302.816376,-842.264709,-216.697372,-276.349884,-794.052368,-298.006683,-334.133392,-370.571289,-124.930794,-281.714264,-668.001709,-272.680603,-312.253632,-302.744171,-192.340820,-298.840637,-356.410278,-308.188904,-276.931091,-613.042786,-408.640930,-298.401825,-266.222198,-427.962646,-308.460968,-441.743439,-460.179504
23,0.192000,-302.694092,-842.202515,-215.757538,-276.102020,-794.216553,-297.119904,-334.560669,-366.771271,-124.547791,-281.574341,-668.035400,-272.171967,-312.904633,-297.869873,-190.941345,-299.523346,-353.623383,-305.697144,-276.770935,-612.031067,-407.600952,-298.770538,-265.111511,-426.637878,-308.458130,-440.554810,-459.013580
24,0.200000,-302.572632,-841.846924,-214.456116,-275.961700,-794.113586,-296.072449,-334.823090,-363.917175,-124.184608,-281.623230,-667.874634,-271.464203,-313.393188,-294.307129,-189.687881,-299.969452,-351.582550,-303.722748,-276.652618,-611.058655,-406.627533,-298.851562,-264.225769,-425.477264,-308.405182,-439.614899,-457.925323
25,0.208000,-302.785645,-841.171143,-212.660233,-275.901978,-794.025330,-294.477814,-334.937775,-361.583832,-123.737518,-281.755371,-667.595520,-270.678131,-313.440948,-291.677979,-188.912354,-300.098633,-350.257721,-302.379700,-276.638184,-610.147827,-405.603973,-298.952148,-263.524689,-424.451172,-308.382172,-438.752075,-456.984375
26,0.217000,-302.954803,-840.441650,-210.393463,-275.972137,-793.942749,-292.586395,-335.062195,-359.243958,-123.468513,-281.689728,-667.293762,-270.051544,-313.357117,-289.520477,-188.897507,-299.812256,-349.543030,-301.506927,-276.671265,-609.498230,-404.824615,-298.802307,-262.946960,-423.672028,-308.343445,-438.170441,-456.184937
27,0.225000,-303.031708,-839.233948,-207.553024,-276.202515,-793.881104,-290.318878,-334.742096,-357.285126,-123.412186,-281.557739,-666.924377,-269.384003,-312.883881,-288.188354,-189.433578,-299.421936,-349.481842,-301.314514,-276.786957,-609.048157,-404.139801,-298.589813,-262.529785,-423.117889,-308.344849,-437.779602,-455.454315
28,0.233000,-303.383240,-837.831055,-203.990051,-276.521576,-793.865356,-287.575897,-334.374237,-355.308838,-123.324600,-281.373718,-666.645691,-268.841980,-312.648438,-287.161713,-190.164200,-299.238373,-349.632935,-301.449921,-276.962952,-608.786560,-403.520966,-298.182343,-262.242126,-422.756744,-308.325958,-437.432159,-455.008881
29,0.242000,-303.594238,-835.966980,-199.980469,-276.855469,-793.920654,-284.382050,-334.218201,-353.520111,-123.293800,-281.298950,-666.283752,-268.207642,-312.286896,-286.231598,-190.974487,-298.968048,-349.912506,-301.573456,-277.177704,-608.772888,-403.068451,-297.648438,-262.105743,-422.518982,-308.289978,-437.382904,-454.695251
30,0.250000,-303.898071,-833.927002,-195.457809,-277.315125,-793.728455,-280.850311,-334.353058,-351.424133,-123.057182,-281.261139,-665.852722,-267.499451,-311.931183,-285.198181,-191.460266,-298.570740,-350.066345,-301.393524,-277.487579,-608.870117,-402.615631,-297.262207,-262.213135,-422.344879,-308.296082,-437.548492,-454.437378
31,0.258000,-304.602203,-831.534851,-190.497421,-277.800079,-793.433472,-277.061981,-334.546112,-349.294647,-122.722084,-281.372620,-665.287048,-266.780945,-311.395294,-283.824860,-191.819809,-298.291626,-349.906708,-300.901947,-277.796387,-609.227722,-402.233124,-296.873657,-262.463257,-422.170013,-308.400726,-437.956299,-454.049927
