Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-309.962128,-745.477600,-134.101028,-283.048309,-734.355347,-227.387039,-334.898773,-312.656952,-120.759789,-285.895630,-606.306641,-229.517197,-314.478180,-235.496887,-177.527664,-302.188873,-326.812195,-268.197815,-282.286743,-586.651306,-374.520996,-301.233154,-239.592728,-390.239868,-313.254486,-414.612000,-424.178680
1,0.008000,-309.916168,-743.862122,-133.949600,-283.062744,-733.633850,-227.208618,-335.075165,-310.617493,-120.826279,-286.044586,-605.628662,-229.712006,-314.788177,-234.094727,-178.386017,-302.500153,-326.263916,-268.056183,-282.497559,-587.025635,-374.830780,-301.587616,-239.934036,-390.809967,-313.481201,-415.119690,-424.685730
2,0.017000,-310.015442,-742.152588,-133.862366,-283.192322,-732.986755,-227.122147,-335.273621,-308.804169,-121.007065,-286.227325,-604.991333,-230.014877,-315.120361,-232.686066,-179.304108,-302.859802,-325.824219,-268.089722,-282.667847,-587.486328,-375.191254,-302.019440,-240.318024,-391.511444,-313.737488,-415.654266,-425.172638
3,0.025000,-310.231323,-740.371704,-133.587204,-283.304626,-732.429871,-227.046768,-335.403351,-306.959595,-121.004364,-286.407501,-604.472656,-230.382751,-315.110260,-231.627777,-180.272339,-303.052521,-325.467346,-268.128754,-282.837128,-588.060913,-375.715912,-302.082184,-240.984955,-392.245117,-313.882538,-416.184875,-425.915527
4,0.033000,-310.308868,-738.733276,-133.430252,-283.404449,-731.945862,-226.848175,-335.511169,-305.145905,-121.071014,-286.531616,-604.114258,-231.049789,-315.189941,-230.397552,-181.087540,-303.105164,-325.036987,-268.255341,-282.949005,-588.637634,-376.400665,-302.333954,-241.538086,-392.727661,-314.002075,-416.841492,-426.604523
5,0.042000,-310.425751,-737.051636,-133.248215,-283.450958,-731.670532,-226.671143,-335.563080,-303.409882,-121.219070,-286.511169,-603.871765,-231.870544,-315.098694,-229.355316,-182.036072,-303.145355,-324.713562,-268.247986,-282.913086,-589.504456,-377.365784,-302.348450,-242.353668,-393.630768,-314.073456,-417.729218,-427.423889
6,0.050000,-310.470032,-735.423462,-133.172607,-283.519592,-731.572815,-226.657089,-335.589752,-301.539001,-121.277161,-286.439026,-603.808044,-232.844986,-315.238098,-228.148315,-182.905914,-303.086517,-324.330597,-268.189880,-283.032043,-590.493591,-378.522430,-302.306335,-243.255859,-394.422272,-314.048615,-418.523468,-428.391937
7,0.058000,-310.605347,-733.790894,-133.055725,-283.632690,-731.565613,-226.660721,-335.677643,-299.778992,-121.328964,-286.367401,-603.835266,-234.000168,-315.151062,-227.018555,-183.649963,-303.047913,-323.943665,-268.085724,-283.025757,-591.531250,-379.687317,-302.065796,-244.393768,-395.084076,-314.081512,-419.577911,-429.377319
8,0.067000,-311.108948,-732.199341,-132.695755,-283.788727,-731.525085,-226.507904,-335.740204,-298.061798,-121.406265,-286.372986,-603.903320,-235.244980,-315.035858,-225.859818,-184.429642,-302.997742,-323.560394,-267.953369,-283.013123,-592.715027,-381.033966,-301.817719,-245.307053,-395.837799,-313.925659,-420.614594,-430.491272
9,0.075000,-310.922394,-730.638367,-132.717041,-283.920166,-731.515808,-226.338913,-335.589966,-296.195251,-121.450615,-286.411591,-604.006653,-236.386612,-314.797974,-224.773758,-185.163605,-302.917908,-323.120575,-267.832397,-283.020264,-593.804260,-382.270294,-301.548889,-246.606628,-396.829315,-313.669373,-421.720764,-431.706177
