Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-305.749695,-765.188782,-133.264923,-277.353363,-742.737061,-224.382935,-335.160126,-306.239105,-119.751785,-281.219025,-614.854614,-235.193436,-313.058411,-235.828613,-184.259659,-299.414124,-330.273132,-270.892181,-276.463989,-589.321106,-378.880066,-298.200012,-243.058334,-392.886688,-308.532318,-417.702423,-427.911133
1,0.008000,-305.481812,-763.932312,-133.559570,-277.626160,-741.914124,-224.401672,-334.957581,-304.543457,-119.888641,-281.358704,-614.226990,-236.027924,-312.844391,-234.817154,-185.225800,-299.032684,-330.168640,-270.926849,-276.861206,-589.875244,-379.996613,-298.275024,-243.422165,-393.082855,-308.799194,-418.015167,-428.593536
2,0.017000,-305.564240,-762.180603,-133.301239,-277.885315,-741.073547,-224.410065,-334.649994,-302.745148,-120.141716,-281.414001,-613.475403,-236.770203,-312.711975,-233.991150,-186.424438,-298.759979,-330.168884,-271.249847,-277.224487,-590.519104,-381.018005,-298.284302,-243.787857,-393.546234,-309.152588,-418.497009,-429.308868
3,0.025000,-305.759430,-760.498840,-132.992111,-278.169342,-740.241028,-224.281784,-334.805359,-301.116119,-120.158752,-281.413177,-612.617981,-237.559052,-312.618134,-233.398987,-187.626587,-298.675079,-330.363342,-271.665222,-277.612732,-591.192810,-381.988770,-298.376190,-244.356903,-394.233978,-309.433807,-419.188110,-430.214966
4,0.033000,-305.771271,-758.770935,-132.819061,-278.398468,-738.985413,-224.103455,-334.968994,-299.387146,-120.241226,-281.678711,-611.651001,-238.278366,-312.528046,-233.128677,-189.030273,-298.643097,-330.706421,-272.164825,-278.111908,-592.055359,-382.929718,-298.382996,-245.025436,-394.995148,-309.692139,-419.966675,-431.062653
5,0.042000,-305.980591,-756.914978,-132.612213,-278.679871,-737.689819,-224.006241,-334.737030,-297.990540,-120.497765,-281.997253,-610.485962,-238.937714,-312.277161,-233.129135,-190.664566,-298.541595,-331.315796,-272.903046,-278.538605,-592.884033,-383.865143,-298.359467,-246.104706,-396.056061,-310.105865,-420.867554,-431.856171
6,0.050000,-305.869781,-755.082153,-132.655991,-278.973969,-736.328125,-223.977798,-334.863159,-296.449860,-120.687767,-282.396942,-609.291626,-239.756317,-312.239868,-233.148254,-192.288147,-298.599060,-331.880737,-273.682861,-278.908813,-593.696655,-384.839996,-298.667999,-246.756866,-396.773651,-310.435638,-421.645630,-432.868561
7,0.058000,-306.099518,-753.233337,-132.519241,-279.341461,-735.128357,-223.834305,-334.912994,-295.144897,-120.853745,-282.646637,-608.285889,-240.602982,-312.445892,-233.231995,-193.616302,-298.762054,-332.542114,-274.753815,-279.326080,-594.659851,-385.820862,-298.890839,-247.564713,-398.074310,-310.758179,-422.670380,-433.946045
8,0.067000,-306.127625,-751.485352,-132.408249,-279.487946,-733.897339,-223.833801,-335.244263,-293.696747,-120.892876,-282.815582,-607.185059,-241.698669,-312.514679,-233.642136,-195.211945,-298.987213,-333.213226,-275.884125,-279.578491,-595.491882,-387.092743,-299.301880,-248.597626,-399.384094,-311.003326,-423.541748,-435.277008
9,0.075000,-306.303589,-749.768555,-132.241898,-279.661224,-732.655090,-223.826187,-335.254639,-292.584839,-121.112968,-283.048035,-606.176208,-242.864014,-312.601074,-234.125427,-196.864685,-299.208954,-333.895813,-277.321167,-279.775848,-596.586121,-388.455383,-299.361267,-249.208786,-401.035736,-311.267212,-424.540771,-436.725739
