Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-320.480927,-699.797913,-140.248291,-289.096436,-705.521240,-233.248932,-337.149109,-340.658020,-194.880112,-285.368530,-609.111267,-318.612274,-309.444427,-329.455200,-288.085175,-294.372070,-419.101349,-379.356995,-273.755951,-656.565796,-456.815918,-294.011688,-309.485016,-482.606689,-304.703369,-485.826050,-511.951324
1,0.008000,-320.789703,-701.942749,-141.412643,-289.459381,-706.985718,-234.323456,-337.209351,-337.845306,-197.139420,-285.336212,-610.808044,-319.917969,-309.372864,-328.154358,-290.487213,-294.488525,-419.188660,-380.333557,-273.658234,-657.394409,-458.403259,-293.954163,-310.472534,-484.235382,-304.472504,-486.770569,-513.722717
2,0.017000,-320.635284,-704.643188,-142.711655,-289.353760,-708.623474,-235.657364,-337.389374,-335.124878,-199.124573,-285.205444,-612.209412,-321.104492,-309.562073,-326.818970,-292.579559,-294.482452,-419.082367,-381.150726,-273.529144,-658.120605,-459.904449,-293.814606,-311.190552,-485.905365,-304.373535,-487.434631,-515.294067
3,0.025000,-320.120544,-707.679199,-144.284210,-288.811554,-710.438538,-237.334305,-337.635284,-332.618195,-200.985275,-284.996277,-613.670166,-322.294495,-309.488556,-325.344513,-294.329224,-294.521057,-418.764008,-381.807434,-273.401855,-658.592163,-461.405151,-293.804993,-311.733612,-487.446777,-304.147461,-488.078461,-516.804626
4,0.033000,-319.207733,-711.102966,-145.968491,-288.194122,-712.311951,-239.080399,-337.902924,-330.331146,-202.468567,-284.740112,-614.961304,-323.366882,-309.810608,-324.018280,-295.950348,-294.695679,-418.225891,-382.384003,-273.168457,-658.969849,-462.795837,-293.866211,-312.103882,-488.779694,-304.107910,-488.452606,-518.203308
5,0.042000,-318.095245,-714.993469,-147.534637,-287.319183,-714.521301,-240.805862,-338.234497,-328.157043,-203.665634,-284.270294,-616.444641,-324.245331,-310.015808,-322.559998,-297.166077,-294.868744,-417.701538,-382.775116,-273.097595,-659.206299,-464.090027,-293.937500,-312.352234,-490.038391,-304.094299,-488.624542,-519.511719
6,0.050000,-316.992676,-719.034912,-149.058563,-286.416229,-716.828003,-242.353867,-338.466644,-326.073700,-204.762085,-283.949707,-617.916382,-324.902557,-310.196838,-321.345337,-298.262268,-294.874969,-416.939392,-383.198425,-273.086914,-659.274353,-465.217010,-293.969025,-312.428162,-491.177704,-304.105438,-488.669434,-520.589722
7,0.058000,-316.017853,-723.290649,-150.596634,-285.702271,-719.310364,-243.864594,-338.644104,-324.222321,-205.625885,-283.756714,-619.597595,-325.339630,-310.444183,-319.890503,-299.214386,-295.032990,-416.036072,-383.552643,-273.094879,-659.201477,-466.147125,-294.071564,-312.305054,-492.147980,-304.164856,-488.661774,-521.595459
8,0.067000,-315.457458,-727.911072,-152.107025,-285.305664,-722.109985,-245.366104,-338.705139,-322.449188,-206.430283,-283.557556,-621.229431,-325.461304,-310.410919,-318.622681,-300.006561,-294.976685,-415.101440,-383.911682,-273.081482,-658.924805,-466.834961,-294.190796,-312.000824,-493.191376,-304.163330,-488.426208,-522.467712
9,0.075000,-315.248535,-732.921936,-153.762207,-285.160980,-725.090759,-246.876419,-338.533020,-320.677551,-207.190445,-283.592560,-622.995728,-325.443573,-310.345551,-317.195557,-300.798706,-295.025024,-414.167938,-384.299072,-273.217041,-658.466125,-467.351807,-294.128174,-311.755371,-494.214874,-304.251312,-488.175201,-523.143188
