Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-309.448151,-787.017761,-189.332504,-327.659546,-430.192200,-176.577377,-281.878326,-784.335266,-283.280975,-283.492615,-657.089111,-298.887756,-306.144501,-358.794006,-240.345901,-294.721558,-397.855743,-362.566406,-277.797394,-642.791260,-444.640167,-295.330017,-295.651367,-471.822754,-307.694183,-472.110229,-499.993652
1,0.008000,-310.002686,-796.388000,-195.597351,-328.595184,-428.585724,-176.950775,-282.493073,-788.092468,-289.268555,-284.274475,-660.363281,-299.447571,-307.037689,-357.395813,-240.711670,-295.475830,-397.181549,-362.669006,-278.496796,-642.120972,-444.800354,-295.895844,-295.058258,-471.974091,-308.334869,-471.536285,-500.029816
2,0.017000,-310.453430,-805.561279,-202.392700,-329.632690,-427.190796,-177.242783,-283.113434,-791.530945,-295.298065,-285.056610,-663.407654,-300.026550,-307.942169,-355.924622,-241.011398,-296.327301,-396.594177,-362.592010,-279.201996,-641.486450,-444.843750,-296.510681,-294.429993,-471.869171,-308.892487,-470.870941,-499.965271
3,0.025000,-311.654266,-814.383057,-208.823349,-330.723816,-425.827850,-177.308563,-283.553650,-794.610352,-301.170868,-285.799011,-666.373291,-300.590302,-308.931427,-354.611206,-241.146530,-297.082550,-396.086029,-362.420380,-279.901276,-640.818176,-444.764709,-297.171661,-293.774750,-471.598022,-309.575867,-470.049866,-499.846832
4,0.033000,-311.958527,-822.756165,-216.081604,-331.921509,-424.596191,-177.189224,-283.960510,-797.464050,-306.990356,-286.584534,-669.464539,-301.192444,-310.036072,-353.501984,-241.119400,-298.006165,-395.525299,-362.119873,-280.557007,-640.074341,-444.569458,-297.862396,-293.065308,-471.172424,-310.105225,-469.364624,-499.630859
5,0.042000,-312.307251,-830.540588,-223.321991,-333.277222,-423.571045,-176.998520,-284.371643,-800.135864,-312.722565,-287.256470,-672.459717,-301.621246,-311.255646,-352.518646,-240.921143,-298.895721,-395.092834,-361.741394,-281.090302,-639.380371,-444.260620,-298.649628,-292.342773,-470.537109,-310.734894,-468.636841,-499.179108
6,0.050000,-312.167786,-838.131042,-230.941956,-334.530182,-422.787415,-176.744049,-284.749237,-802.483459,-318.227478,-287.773224,-675.288696,-302.104553,-312.511719,-351.580017,-240.462265,-299.858551,-394.614655,-361.203644,-281.647369,-638.748779,-443.887665,-299.385406,-291.729126,-469.837555,-311.334229,-467.966919,-498.625854
7,0.058000,-312.168091,-845.189270,-238.238876,-335.778900,-422.106812,-176.367935,-284.972198,-804.366394,-323.548340,-288.366089,-677.942749,-302.386475,-313.934906,-350.759613,-239.959290,-300.751129,-394.185486,-360.537628,-282.229340,-638.128906,-443.383789,-300.159454,-291.068787,-468.985199,-311.949036,-467.416107,-497.930176
8,0.067000,-311.927368,-851.474243,-245.603226,-337.032501,-421.499512,-175.795578,-285.125671,-806.060852,-328.436707,-288.907196,-680.388855,-302.545929,-315.149078,-350.214355,-239.450546,-301.750702,-393.761810,-359.847778,-282.765259,-637.605713,-442.695374,-300.961212,-290.433014,-468.088013,-312.548126,-466.826965,-497.214203
9,0.075000,-311.846161,-857.221252,-252.512329,-338.343964,-421.085510,-175.228104,-285.308472,-807.443848,-332.922455,-289.478485,-682.659485,-302.506714,-316.346985,-349.764008,-238.869400,-302.681915,-393.617767,-359.159790,-283.388031,-637.001770,-441.770691,-301.719604,-289.936920,-467.109283,-313.096741,-466.178833,-496.291840
