Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-327.913147,-822.946899,-208.397491,-297.988892,-803.159973,-300.025391,-349.679962,-268.156952,-264.027161,-296.261841,-694.225220,-367.606781,-320.979828,-283.891449,-356.639069,-308.000488,-392.458344,-424.886108,-286.643341,-678.581665,-513.763672,-314.897675,-512.019226,-580.674438,-303.331329,-334.853516,-562.379456
1,0.008000,-328.168030,-832.289917,-213.789780,-298.282654,-808.393433,-304.597504,-349.816498,-262.010681,-268.423462,-296.407959,-697.554321,-369.091644,-321.101227,-279.911926,-361.133118,-308.012634,-390.582092,-425.975952,-286.988129,-678.811768,-514.862549,-315.173920,-512.521423,-582.055847,-303.439667,-335.045319,-564.298584
2,0.017000,-327.821899,-841.231079,-219.386795,-298.253845,-813.302551,-309.100006,-349.590912,-257.093445,-273.188477,-296.529480,-700.647583,-370.380005,-321.003601,-276.335571,-365.238342,-308.108032,-388.935547,-426.868103,-287.255157,-679.001404,-515.746521,-315.279938,-512.861511,-583.395630,-303.395538,-335.279236,-566.009216
3,0.025000,-327.346344,-849.680420,-225.054764,-297.949890,-817.748718,-313.461212,-349.734528,-252.556915,-277.176270,-296.569244,-703.524780,-371.762512,-321.084045,-273.131836,-368.883301,-308.263062,-387.279144,-427.581360,-287.359192,-679.176086,-516.671265,-315.353271,-513.093872,-584.560669,-303.490662,-335.535461,-567.322632
4,0.033000,-326.508453,-857.759521,-230.914337,-297.808716,-821.957886,-317.773468,-350.126892,-248.389221,-280.500061,-296.288879,-706.268188,-373.163025,-321.090698,-270.442200,-372.261444,-308.506775,-386.046539,-428.097076,-287.242981,-679.396973,-517.574829,-315.418274,-513.307251,-585.483032,-303.408875,-335.860870,-568.658081
5,0.042000,-325.743256,-864.973877,-236.633789,-297.116821,-825.587402,-321.990723,-350.204681,-245.299255,-284.207031,-295.871002,-708.704773,-374.548218,-321.297241,-268.371246,-375.312805,-308.700073,-385.100159,-428.532654,-287.035553,-679.578613,-518.533569,-315.317993,-513.583435,-586.443054,-303.582703,-336.049683,-569.403076
6,0.050000,-324.588593,-871.723877,-242.053665,-295.977539,-829.097717,-326.285797,-350.791931,-242.787888,-287.200195,-295.520691,-710.891479,-375.961670,-321.712189,-266.768158,-378.018982,-308.979980,-384.521820,-428.885010,-286.735199,-679.942993,-519.515259,-315.175842,-513.843018,-587.168091,-303.606842,-336.202667,-570.023193
7,0.058000,-323.314392,-877.828491,-247.489899,-295.065277,-832.171814,-330.194031,-351.681885,-241.266739,-289.751862,-295.088379,-713.063538,-377.340759,-322.389557,-265.697449,-380.386536,-309.354736,-384.217987,-429.207611,-286.444427,-680.247437,-520.464844,-314.899597,-514.172363,-588.071350,-303.536194,-336.502563,-570.637207
8,0.067000,-322.332184,-883.258423,-252.678391,-294.264923,-835.023987,-333.894562,-352.914612,-240.586243,-291.893250,-294.598328,-715.042419,-378.797791,-323.133759,-265.252136,-382.255096,-309.598846,-384.298523,-429.476593,-285.962341,-680.870300,-521.640686,-314.605865,-514.568176,-588.816833,-303.476349,-336.981323,-571.021545
9,0.075000,-321.660156,-888.023560,-257.300140,-293.652100,-837.537231,-337.475128,-354.018860,-240.842178,-293.489655,-294.018951,-716.739990,-380.208374,-323.870728,-265.292084,-383.767090,-310.165039,-384.697327,-429.548798,-285.539551,-681.416443,-522.590393,-314.250305,-514.997864,-589.562500,-303.247955,-337.454285,-571.353149
10,0.083000,-320.379852,-892.429260,-262.285156,-293.135223,-839.701782,-340.471008,-354.874115,-241.805954,-294.581635,-293.687195,-718.359497,-381.358887,-324.482574,-266.143677,-384.759705,-310.334137,-385.627533,-430.252045,-285.032257,-682.012085,-523.614563,-313.754395,-515.361145,-590.389648,-302.943909,-338.067169,-571.886047
11,0.092000,-320.029419,-896.137207,-266.111267,-292.828400,-841.660645,-343.263611,-355.303375,-243.544037,-295.102600,-293.380676,-719.803101,-382.504333,-324.583374,-267.579987,-385.325714,-309.984985,-386.959198,-431.202179,-284.511261,-682.489868,-524.428162,-313.181122,-515.864380,-591.115173,-302.743225,-338.483490,-572.240112
12,0.100000,-319.809082,-899.274475,-269.663025,-292.512604,-843.627075,-345.840454,-355.338196,-245.942856,-295.080902,-293.027802,-721.199219,-383.495850,-324.440094,-269.452881,-385.430634,-310.040649,-388.524597,-431.813293,-283.965302,-682.924500,-525.080383,-312.636169,-516.320862,-591.642334,-302.253815,-338.891571,-572.671692
13,0.108000,-319.620972,-902.062988,-272.450562,-292.269958,-845.222839,-347.732544,-354.755402,-249.320267,-294.509888,-292.732117,-722.445679,-384.201630,-323.981842,-271.841034,-385.114838,-309.294586,-390.532501,-432.926849,-283.346649,-683.439209,-525.621826,-312.127228,-516.744324,-592.041809,-302.148529,-339.215027,-572.837402
14,0.117000,-319.285217,-904.228333,-274.761139,-292.074585,-846.537231,-349.471710,-354.075714,-253.338791,-293.527283,-292.495331,-723.578735,-384.763397,-323.385010,-274.652161,-384.419434,-308.804901,-392.731262,-433.775635,-282.784851,-683.966309,-526.030823,-311.541443,-517.214539,-592.409363,-301.658447,-339.762085,-573.060547
