Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-312.214539,-754.070984,-133.697449,-283.652618,-748.062561,-227.109863,-339.366669,-295.753448,-121.376465,-285.788422,-621.792358,-249.342316,-316.375671,-235.249573,-195.359116,-302.850494,-331.931274,-279.253143,-280.833191,-603.983948,-394.350433,-300.918243,-257.248840,-409.275787,-311.954010,-431.916443,-443.898376
1,0.008000,-311.984436,-752.390137,-133.664948,-283.500793,-747.006592,-226.939758,-339.529053,-294.217590,-121.481819,-285.800568,-620.902588,-250.341690,-316.444092,-235.361603,-196.862640,-302.936676,-332.348206,-280.510040,-280.641418,-604.955505,-395.631500,-301.379120,-257.870117,-410.504089,-311.968109,-432.995239,-445.329254
2,0.017000,-312.048309,-750.473633,-133.426178,-283.360046,-746.095215,-226.830963,-339.706207,-292.815582,-121.665024,-285.793732,-620.156616,-251.466248,-316.547150,-235.860550,-198.504211,-303.082794,-332.913635,-281.796814,-280.435852,-605.948059,-396.976379,-301.278046,-258.880646,-412.108307,-311.844879,-434.030731,-446.864502
3,0.025000,-312.187775,-748.610840,-133.375183,-283.385590,-745.098999,-226.823425,-340.241577,-291.255127,-121.870949,-285.762329,-619.417419,-252.760376,-316.543976,-236.414154,-200.277603,-302.921295,-333.712616,-283.317627,-280.278137,-607.101257,-398.408600,-301.413147,-260.133362,-413.805328,-311.767242,-435.363586,-448.355133
4,0.033000,-312.246338,-746.792542,-133.377838,-283.482300,-744.236206,-226.744003,-340.332275,-290.132599,-122.058136,-285.667877,-618.887268,-254.115219,-316.390076,-237.456146,-201.868225,-302.815582,-334.864014,-284.744110,-280.160736,-608.468811,-399.942383,-301.180817,-261.367889,-415.347961,-311.625793,-436.576202,-449.998413
5,0.042000,-312.393585,-744.994934,-133.322693,-283.538422,-743.396057,-226.683792,-340.156158,-288.991943,-122.311447,-285.630096,-618.376404,-255.685776,-316.083435,-238.910858,-203.586899,-302.693665,-336.192596,-286.433075,-280.091400,-609.847839,-401.593781,-301.172913,-262.780823,-416.955475,-311.479279,-437.954437,-451.606598
6,0.050000,-312.537476,-743.196899,-133.371582,-283.697144,-742.447754,-226.761581,-339.990601,-288.061218,-122.452354,-285.654236,-617.735718,-257.293152,-315.759399,-240.550827,-205.217072,-302.337463,-337.983673,-287.873169,-280.039307,-611.296997,-403.413422,-300.756714,-264.332764,-418.346588,-311.335876,-439.434143,-453.246429
7,0.058000,-312.694580,-741.249878,-133.391327,-283.852173,-741.451599,-226.809540,-339.708466,-287.505249,-122.920555,-285.648438,-617.103271,-259.048798,-315.353668,-242.182465,-207.010590,-301.768616,-339.670959,-289.599976,-279.991608,-613.021667,-405.128052,-300.208496,-265.908783,-420.059265,-311.174377,-440.937408,-454.918457
8,0.067000,-312.765656,-739.389587,-133.430634,-283.985382,-740.515076,-226.935455,-338.838196,-288.987732,-124.478836,-285.642212,-616.651733,-260.803345,-314.626587,-243.966888,-208.638641,-301.228729,-341.325500,-291.333160,-279.928406,-614.510437,-406.964722,-300.113770,-267.374939,-421.545288,-311.047638,-442.510559,-456.585571
9,0.075000,-312.827759,-737.527039,-133.374252,-283.785614,-739.769531,-226.923782,-337.836731,-291.558350,-126.280624,-285.453827,-616.358521,-262.658600,-313.510468,-246.089935,-210.221924,-300.464935,-343.279633,-293.377533,-279.814667,-616.003967,-408.773926,-299.437500,-268.888855,-423.422363,-310.832031,-443.879181,-458.321930
10,0.083000,-312.844177,-735.627502,-133.391754,-283.981232,-738.802673,-226.936157,-336.438202,-293.872101,-128.023483,-285.188995,-615.987854,-264.452301,-312.367859,-248.907059,-212.218826,-299.525726,-345.716919,-295.682281,-279.585052,-617.483948,-410.611389,-298.945618,-270.402435,-425.417023,-310.521942,-445.350220,-460.128632
11,0.092000,-312.841003,-733.671204,-133.438553,-283.736084,-737.999329,-226.932907,-335.391632,-296.569366,-129.889648,-284.964996,-615.567017,-266.338379,-311.516205,-252.011002,-214.322723,-298.661224,-348.428986,-298.327423,-279.406769,-619.002136,-412.471283,-298.773682,-271.692322,-426.924042,-310.196899,-446.786316,-462.049194
12,0.100000,-312.897827,-731.675476,-133.506714,-283.615997,-737.056335,-227.037888,-334.128662,-299.786407,-132.124969,-284.758301,-615.118652,-268.138397,-310.393646,-255.599197,-216.748459,-298.022491,-351.600403,-301.517365,-279.141998,-620.330994,-414.309998,-298.173401,-273.049561,-429.053253,-309.950073,-448.264679,-463.840454
13,0.108000,-312.931610,-729.737305,-133.562149,-283.671265,-736.047363,-227.075821,-333.315125,-303.474457,-134.554443,-284.536469,-614.781433,-270.024689,-309.543213,-259.434387,-219.180374,-297.325256,-354.646057,-304.634216,-278.877655,-621.861023,-416.148956,-297.607788,-274.701660,-431.359528,-309.560394,-449.603790,-465.850830
14,0.117000,-312.982269,-727.767151,-133.579819,-283.651367,-734.892517,-226.973358,-332.518036,-307.191162,-136.733521,-284.266205,-614.256470,-271.921478,-308.845123,-263.461395,-221.636810,-296.709045,-357.906342,-307.904724,-278.654694,-623.198547,-417.879150,-297.255219,-275.847443,-433.311493,-309.201843,-451.114349,-467.846771
15,0.125000,-312.992706,-725.763428,-133.683350,-283.639191,-733.713562,-227.062485,-332.297943,-311.272278,-138.440125,-284.073975,-613.617310,-273.628998,-308.112213,-267.761780,-223.755737,-296.100555,-361.297089,-311.523285,-278.413025,-624.584778,-419.540649,-296.612762,-277.144989,-435.710785,-308.789825,-452.524261,-469.845581
16,0.133000,-313.066772,-723.796082,-133.795715,-283.627502,-732.431885,-227.117554,-331.437500,-315.376984,-140.490891,-283.898529,-613.109009,-275.506439,-307.471985,-272.284393,-225.905380,-295.516449,-364.481720,-314.975403,-278.080536,-625.916565,-421.180206,-295.979736,-278.733093,-438.331940,-308.402161,-454.036743,-471.787140
17,0.142000,-313.083069,-721.777588,-133.804123,-283.580627,-731.157288,-227.119568,-330.864105,-319.613953,-142.645828,-283.754486,-612.484924,-277.270294,-306.818878,-276.729980,-227.973114,-294.977173,-367.485291,-318.232178,-277.731110,-627.221252,-422.798523,-295.815521,-279.801239,-440.438629,-307.942505,-455.360474,-473.793060
18,0.150000,-313.107300,-719.647522,-133.920609,-283.493591,-729.779297,-227.153702,-330.087860,-323.832245,-144.780319,-283.446564,-611.902039,-279.065125,-306.274139,-281.224457,-230.260757,-294.492157,-370.171967,-322.243073,-277.307495,-628.367615,-424.425812,-294.939789,-280.817413,-442.895264,-307.662567,-456.578339,-475.646088
19,0.158000,-313.058350,-717.557251,-134.143417,-283.380524,-728.488281,-227.203751,-329.672546,-328.458069,-147.041855,-283.194550,-611.261292,-280.757050,-305.864380,-285.709595,-232.245926,-294.176208,-373.222351,-325.762146,-276.814484,-629.565796,-425.913483,-294.797241,-281.875214,-444.991852,-307.232422,-457.832214,-477.474457
20,0.167000,-313.053497,-715.469482,-134.342224,-283.159332,-727.152161,-227.302948,-329.256744,-333.212677,-149.257492,-282.943573,-610.763489,-282.474854,-305.484497,-290.018097,-234.298874,-293.721710,-376.243835,-329.047943,-276.382996,-630.766479,-427.374634,-294.440552,-283.081970,-446.887787,-306.910217,-459.057556,-479.079956
