Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-315.444855,-759.939270,-131.845978,-285.958923,-754.813477,-224.748901,-344.561981,-239.900284,-119.549637,-287.851044,-628.822388,-248.185242,-320.040771,-196.132019,-204.279144,-306.567566,-307.501282,-267.314606,-282.553772,-600.037598,-391.470825,-302.848846,-253.329361,-406.583740,-313.555542,-428.023315,-441.468719
1,0.008000,-315.492584,-758.296570,-131.661942,-285.879425,-754.585449,-224.630539,-344.542145,-238.473938,-119.607506,-287.797272,-628.750610,-249.061874,-319.821381,-196.369720,-205.121201,-306.343109,-307.766083,-268.154144,-282.350494,-601.037842,-392.667603,-302.922760,-254.182907,-407.535248,-313.433014,-429.043060,-442.619965
2,0.017000,-315.388000,-756.619446,-131.527954,-285.736969,-754.403015,-224.493378,-344.487732,-236.982300,-119.697830,-287.569214,-628.815796,-250.239914,-319.859375,-196.874939,-206.082245,-306.078003,-308.112640,-269.155609,-282.148682,-602.163879,-394.042999,-302.414185,-255.205963,-408.945862,-313.239807,-430.179047,-444.039825
3,0.025000,-315.370667,-755.035645,-131.394455,-285.594543,-754.280823,-224.346878,-344.472504,-235.790283,-119.779030,-287.315277,-629.019592,-251.491241,-319.593933,-197.577911,-207.049805,-305.903534,-308.609955,-270.318970,-282.004883,-603.430237,-395.500671,-302.003113,-256.103729,-410.369232,-313.073212,-431.412567,-445.469116
4,0.033000,-315.406189,-753.425781,-131.240646,-285.592896,-754.287109,-224.182434,-344.381958,-234.373077,-119.895401,-287.203857,-629.273010,-252.849609,-319.322174,-198.371796,-207.828857,-305.588043,-309.248291,-271.491333,-281.927582,-604.788391,-397.122467,-301.773499,-257.939880,-411.887085,-312.808105,-432.770416,-446.974182
5,0.042000,-315.528442,-751.857117,-131.136612,-285.769501,-754.344360,-224.094543,-344.613861,-233.127914,-119.661713,-287.231995,-629.762146,-254.357193,-318.859894,-199.124176,-208.677002,-305.376953,-309.800385,-272.667786,-281.771576,-606.183411,-398.705597,-301.211670,-259.036499,-413.433411,-312.575928,-434.125732,-448.565826
6,0.050000,-315.724396,-750.385010,-131.058624,-285.963104,-754.459229,-224.045288,-344.399170,-231.891190,-119.905403,-287.244476,-630.315247,-255.876633,-319.010223,-199.782898,-209.441010,-305.165771,-310.245880,-273.987885,-281.653778,-607.637207,-400.393127,-301.148651,-260.749603,-415.003052,-312.329224,-435.500183,-450.216980
7,0.058000,-315.862305,-748.780457,-130.974030,-286.112000,-754.643982,-223.891998,-343.314636,-232.525818,-120.543594,-287.194397,-630.968384,-257.500336,-318.341858,-200.494354,-210.441620,-304.946716,-310.602509,-275.442230,-281.468658,-609.037720,-402.158203,-300.836548,-262.040802,-416.868744,-312.154724,-437.029572,-452.003937
8,0.067000,-315.831238,-747.152893,-130.897949,-285.814514,-754.992554,-223.700867,-342.385101,-234.638657,-121.165024,-286.943878,-631.725342,-259.244751,-316.890625,-201.663345,-210.843292,-304.282318,-311.058838,-277.051666,-281.107025,-610.435059,-404.002960,-300.395142,-263.286102,-419.007690,-311.877289,-438.337891,-453.936157
9,0.075000,-315.746094,-745.535156,-130.847168,-285.519867,-755.305054,-223.471268,-340.426178,-236.838516,-121.880486,-286.505035,-632.474854,-260.886780,-315.618774,-203.180359,-211.268951,-303.364471,-311.878174,-278.880432,-280.813507,-611.796509,-405.854523,-300.235901,-264.946991,-421.029449,-311.590210,-439.775024,-455.910736
10,0.083000,-315.685852,-743.867737,-130.813751,-285.266663,-755.638000,-223.223648,-339.033325,-239.262039,-122.373207,-286.133636,-633.391663,-262.662231,-314.597656,-205.632568,-211.895264,-302.335724,-313.267639,-281.069794,-280.589264,-613.266235,-407.736450,-299.673889,-266.402557,-423.241577,-311.265167,-441.273804,-457.917480
11,0.092000,-315.712708,-742.093140,-130.852829,-285.167023,-756.064697,-223.020782,-337.623413,-242.241226,-123.029343,-285.825104,-634.469971,-264.420624,-313.370605,-208.723648,-212.615479,-301.578949,-315.348480,-283.327698,-280.228638,-614.965759,-409.601868,-299.025391,-267.936462,-425.622162,-310.973816,-442.948608,-459.869751
12,0.100000,-315.757751,-740.266113,-131.076004,-285.071259,-756.194031,-222.953873,-336.319733,-245.787277,-123.772827,-285.599640,-635.556213,-266.253082,-312.183929,-212.190811,-213.292694,-300.730255,-317.656982,-285.821350,-280.093201,-616.632568,-411.540894,-298.415405,-269.806427,-427.725159,-310.569061,-444.596008,-461.941132
13,0.108000,-315.878448,-738.622192,-131.126572,-285.302063,-756.624268,-222.742523,-335.226532,-249.977478,-124.296265,-285.462250,-636.705383,-267.985046,-311.132141,-215.981781,-213.763672,-299.889496,-320.146240,-288.096832,-280.052032,-618.529541,-413.341553,-297.963257,-271.449554,-429.586823,-310.155975,-446.412048,-463.945251
14,0.117000,-315.976166,-736.996216,-131.256119,-285.735626,-757.344971,-222.229660,-333.525482,-254.813995,-125.331772,-285.491089,-637.804749,-269.706879,-309.836639,-219.909439,-214.153671,-298.853363,-322.736847,-290.431427,-279.988190,-620.401672,-415.232544,-297.187073,-273.389740,-431.749268,-309.829651,-448.327118,-465.905273
15,0.125000,-316.092041,-735.251831,-131.366745,-285.743256,-757.409424,-222.084549,-332.968964,-259.314606,-124.947388,-285.413879,-638.943115,-271.553436,-308.649170,-224.276520,-214.069397,-298.206696,-325.484985,-292.639526,-279.922638,-622.238831,-417.180634,-296.372101,-275.212646,-433.848907,-309.465118,-450.126007,-467.872253
16,0.133000,-316.155609,-733.583618,-131.479340,-285.981140,-757.899780,-221.620758,-331.774689,-264.109283,-125.065086,-285.296326,-640.152893,-273.478821,-307.671356,-228.779221,-213.999969,-297.402069,-328.076965,-295.161438,-279.680939,-624.165100,-419.261841,-295.719360,-277.087433,-436.080109,-308.974945,-451.987915,-470.071228
17,0.142000,-316.175293,-731.804321,-131.583237,-285.961395,-758.044739,-221.292984,-330.692444,-268.696716,-124.889290,-285.037720,-641.197144,-275.500732,-306.953186,-233.767548,-214.027954,-296.474396,-330.916779,-297.799988,-279.279907,-625.797180,-421.367523,-295.280792,-278.929810,-438.360382,-308.699249,-453.686768,-472.140259
18,0.150000,-315.972321,-729.999695,-131.918228,-285.747620,-758.089417,-221.080292,-329.805023,-273.595612,-124.898247,-284.653320,-642.170776,-277.468658,-306.282074,-238.712219,-214.018845,-295.737518,-333.560974,-300.320465,-278.961823,-627.595459,-423.433380,-294.884216,-280.659790,-440.582306,-308.386627,-455.327911,-474.253265
