Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-311.996124,-656.256226,-129.176285,-284.037872,-692.039612,-216.243607,-314.832947,-404.203430,-150.751968,-282.766602,-580.962646,-279.618866,-292.976501,-340.445618,-222.508362,-287.648651,-392.473602,-339.684998,-280.838745,-624.113708,-419.371704,-290.483765,-275.977753,-433.938965,-308.684235,-451.394257,-467.605621
1,0.008000,-312.020142,-655.003235,-129.504532,-284.270721,-693.757019,-215.501511,-314.983337,-407.570404,-153.427338,-282.953949,-585.222656,-282.628296,-292.939545,-344.499084,-226.075134,-287.680267,-395.082672,-343.732269,-280.716461,-627.786316,-422.885101,-290.453522,-279.783813,-439.324432,-308.624207,-455.263977,-472.018677
2,0.017000,-312.187256,-653.388672,-130.036057,-284.662537,-695.235901,-214.629715,-315.460114,-410.755798,-156.414764,-283.041382,-589.064209,-285.952454,-292.963806,-347.949890,-229.876892,-287.772675,-397.737518,-347.858093,-280.513519,-631.273010,-426.301270,-290.490814,-283.402527,-444.508270,-308.421570,-459.060089,-476.344574
3,0.025000,-312.332611,-651.748779,-130.790146,-284.894440,-695.893066,-214.219727,-316.044983,-413.610107,-159.417099,-283.273956,-591.991821,-289.347565,-294.893402,-351.983032,-232.865997,-288.028931,-400.282227,-351.829224,-280.261719,-634.643982,-429.565643,-290.804352,-286.830597,-449.566467,-308.253021,-462.689758,-480.646484
4,0.033000,-312.378815,-649.855225,-131.706543,-284.993530,-695.599121,-214.249252,-317.102783,-415.545502,-162.004608,-283.430237,-594.294006,-292.660034,-295.887909,-355.236328,-236.622482,-288.463928,-402.786926,-355.796112,-279.869110,-637.803650,-432.768677,-291.228546,-290.108429,-454.470734,-308.113861,-466.181763,-484.777069
5,0.042000,-312.601501,-647.986572,-132.494720,-285.241272,-695.005188,-214.150330,-318.553192,-416.704956,-164.301178,-283.734833,-596.293335,-296.003784,-297.216003,-358.203461,-240.319443,-288.854401,-405.385803,-359.671814,-279.420288,-640.684937,-435.777130,-291.875153,-293.101135,-459.018646,-307.959442,-469.349060,-488.640717
6,0.050000,-312.873810,-646.615356,-133.301865,-284.648499,-694.385986,-214.271622,-320.402618,-416.946259,-166.296616,-283.932373,-598.378235,-299.234985,-298.684204,-360.970551,-244.076874,-290.581482,-407.633423,-363.416351,-278.757538,-643.357300,-438.873596,-292.609467,-295.924866,-463.123871,-307.799927,-472.235901,-492.449280
7,0.058000,-313.443359,-645.136780,-134.913040,-284.342133,-694.496582,-214.785141,-322.780762,-416.912384,-168.344116,-283.981171,-600.818665,-302.329132,-300.850739,-363.109680,-247.611603,-291.615204,-409.887360,-367.037079,-277.836304,-645.808044,-441.940582,-293.570038,-298.430573,-467.103607,-307.567078,-474.896698,-496.016937
8,0.067000,-314.361420,-644.241821,-137.020523,-284.549713,-695.157166,-215.524185,-325.337372,-416.931976,-170.784729,-284.029510,-603.423035,-305.231415,-303.088348,-364.775177,-251.041916,-292.866699,-411.691376,-370.202057,-276.982697,-647.963379,-445.065094,-294.578400,-300.855377,-470.917084,-307.325806,-477.384583,-499.547272
9,0.075000,-315.482269,-644.474182,-139.175873,-284.935181,-696.283752,-216.958221,-328.387817,-417.080017,-173.323593,-284.197937,-606.091003,-308.130737,-305.576111,-365.999481,-254.081482,-294.239441,-413.207245,-372.937988,-276.206024,-650.055786,-448.096161,-295.480835,-303.027435,-474.438141,-307.151703,-479.787140,-502.980469
10,0.083000,-316.884735,-645.737488,-141.503616,-285.648071,-697.844421,-218.600174,-331.631775,-417.069092,-175.459000,-284.651855,-608.746277,-310.959503,-308.533630,-366.698578,-256.621857,-295.638977,-414.290283,-375.248749,-275.664642,-651.947021,-451.012177,-296.137054,-305.273163,-478.020477,-306.815430,-481.875397,-506.437653
11,0.092000,-318.621796,-647.656433,-143.806976,-286.519318,-699.823853,-220.631805,-335.239502,-416.303162,-176.963928,-285.476898,-611.525940,-313.726044,-311.251495,-367.247314,-258.718811,-297.086182,-414.910889,-376.980927,-275.202271,-654.021912,-454.049774,-296.731964,-307.430847,-481.265991,-306.467987,-484.154388,-509.776642
12,0.100000,-320.584442,-650.286682,-146.237946,-287.881500,-702.419189,-222.751343,-338.846802,-414.809723,-177.789444,-286.225861,-614.814514,-316.405975,-314.029724,-367.337677,-260.394806,-298.304382,-415.202393,-378.491180,-274.947906,-655.985291,-457.038666,-297.215942,-309.455566,-484.610901,-306.306152,-486.188049,-513.209229
13,0.108000,-322.745941,-653.706421,-148.601974,-289.406708,-705.600586,-225.055801,-341.759369,-412.813782,-178.587646,-286.969666,-618.423096,-318.963379,-316.426605,-367.066528,-261.832092,-299.528473,-415.132172,-379.718323,-274.710144,-657.946960,-460.056213,-297.567505,-311.525848,-487.836517,-305.963501,-488.242035,-516.442200
14,0.117000,-324.987610,-657.773315,-150.875320,-291.171936,-709.399780,-227.354767,-344.546387,-410.242523,-179.355911,-287.956085,-622.188171,-321.364563,-318.260345,-366.278534,-263.285522,-300.407227,-414.972473,-380.832703,-274.666840,-659.700195,-462.952271,-297.623749,-313.102081,-490.903412,-305.804535,-490.006012,-519.558105
15,0.125000,-327.255402,-662.496033,-153.175125,-292.662628,-713.317688,-229.946381,-346.347107,-407.355988,-180.519363,-289.108124,-626.045715,-323.710144,-319.750824,-364.676910,-264.901001,-301.375977,-414.504150,-382.013153,-274.776154,-661.393433,-465.762787,-298.267914,-315.028625,-493.871002,-305.792542,-491.804413,-522.680481
16,0.133000,-329.324982,-668.103516,-155.484558,-294.232605,-717.846863,-232.765198,-347.723297,-403.783630,-182.094803,-290.148132,-629.982788,-326.028748,-320.965973,-362.621826,-267.092560,-301.991760,-414.135162,-383.449158,-274.936432,-662.709412,-468.631104,-298.325165,-316.367554,-497.029602,-305.754700,-493.222412,-525.738953
17,0.142000,-330.948761,-674.516663,-157.955505,-295.622345,-723.044067,-235.955215,-348.961639,-399.551361,-183.831635,-290.881775,-634.104675,-328.300354,-321.659515,-359.900024,-269.762115,-302.714569,-413.497620,-384.978607,-275.040039,-664.007385,-471.549194,-298.709015,-317.537079,-500.228394,-305.871979,-494.573395,-528.823242
18,0.150000,-331.932068,-681.839722,-160.569702,-296.476715,-728.414062,-239.594696,-349.773590,-394.685577,-186.032928,-291.458527,-638.001099,-330.655334,-321.594940,-356.798828,-272.849701,-303.319611,-412.611603,-386.646576,-275.215607,-665.064148,-474.435242,-299.160278,-318.675140,-503.529297,-306.138489,-495.715179,-532.026917
19,0.158000,-332.293182,-689.705933,-163.118042,-296.663696,-733.785278,-243.470871,-350.598022,-389.694702,-188.477814,-291.877716,-641.887329,-333.001282,-322.967194,-353.252411,-275.475677,-303.817261,-411.578644,-388.475494,-275.675446,-666.203613,-477.246246,-299.453613,-319.952240,-507.115021,-306.462219,-496.821686,-535.244690
20,0.167000,-331.673950,-698.383423,-165.607941,-296.208923,-739.515503,-247.509033,-351.362305,-384.405273,-190.915359,-291.980133,-645.836365,-335.228699,-323.450470,-349.541443,-278.521149,-304.240814,-410.142212,-390.346466,-276.213593,-667.139465,-479.940826,-298.990753,-320.154053,-510.667450,-306.751251,-498.085297,-538.424805
21,0.175000,-330.360931,-707.634033,-168.192749,-295.359467,-745.607544,-251.849289,-351.627716,-378.782257,-193.635986,-291.800964,-649.977722,-337.303497,-323.184937,-345.525696,-281.985870,-304.624268,-408.616852,-392.353455,-276.874451,-668.086243,-482.651337,-298.915375,-320.683380,-514.251953,-307.246124,-499.189606,-541.669189
22,0.183000,-328.580566,-717.311462,-171.180405,-294.769073,-751.816040,-256.236084,-351.557465,-373.116272,-196.623871,-291.367004,-654.168030,-339.561554,-323.094238,-341.469849,-285.583862,-304.712708,-406.950562,-394.599670,-277.589264,-668.899597,-485.384918,-299.004883,-321.610077,-518.355042,-307.836945,-500.090179,-545.052856
23,0.192000,-326.631653,-727.529480,-174.344604,-292.049377,-758.222229,-261.271973,-350.986755,-367.585999,-199.984741,-290.938995,-658.293213,-341.779358,-322.726593,-337.189819,-289.319641,-304.860962,-405.350555,-396.948151,-278.228394,-669.569946,-487.946350,-299.180359,-322.401764,-522.357117,-308.419006,-500.899567,-548.224182
24,0.200000,-324.804932,-738.078247,-177.830811,-290.866821,-764.914185,-266.442627,-349.802246,-361.846130,-203.408005,-290.484863,-662.294373,-343.829773,-321.920776,-333.020081,-293.258759,-304.736206,-403.614227,-399.495819,-278.913544,-670.176270,-490.398285,-300.400330,-324.669006,-526.491943,-309.048431,-501.741058,-551.337524
25,0.208000,-323.152435,-748.926941,-181.845291,-289.636353,-771.130371,-271.887268,-348.342224,-356.115967,-206.863449,-290.165771,-666.262878,-346.007202,-320.823456,-328.688629,-297.417786,-304.326691,-402.074463,-402.022369,-279.626099,-670.641357,-492.758636,-299.813354,-324.540192,-530.417603,-309.667419,-502.423889,-554.326050
26,0.217000,-321.702911,-759.924866,-186.373962,-289.921814,-777.154419,-277.902893,-346.315979,-350.597107,-210.670044,-289.896362,-670.374084,-348.157043,-319.391052,-324.594482,-301.594055,-303.920166,-400.538727,-404.476410,-280.303375,-670.880005,-494.991882,-299.881439,-324.900757,-534.146301,-310.304352,-502.910553,-557.196289
27,0.225000,-320.537750,-771.193237,-191.198196,-289.745544,-784.103943,-283.435669,-344.456940,-345.279419,-214.548721,-289.683777,-674.604309,-350.303589,-317.997162,-320.425140,-305.890472,-303.465820,-399.202209,-406.902740,-280.829010,-671.288391,-497.164337,-299.999969,-325.489807,-537.566406,-310.851349,-503.561035,-559.935242
28,0.233000,-319.498566,-782.212463,-196.600693,-289.534485,-790.546631,-289.572479,-342.786469,-340.609436,-218.411621,-289.510742,-678.889832,-352.542175,-316.484955,-316.484924,-310.037598,-302.977875,-398.084106,-408.941254,-281.410492,-671.849121,-499.224518,-300.024261,-326.168823,-540.676147,-311.243408,-504.140869,-562.368042
29,0.242000,-318.982300,-793.019287,-202.243881,-289.477875,-796.952759,-295.654938,-341.046143,-335.870117,-222.128708,-289.621155,-683.037354,-354.534821,-315.307434,-312.649170,-314.030670,-302.479248,-396.768921,-410.773956,-281.969421,-672.445068,-501.095001,-300.501740,-327.409637,-543.385742,-311.596771,-504.760925,-564.538879
30,0.250000,-318.555847,-803.712524,-208.185715,-289.409821,-803.079529,-301.722076,-339.728668,-331.634521,-225.537781,-289.600281,-687.388672,-356.611450,-314.242828,-309.077942,-317.662659,-301.994690,-395.832672,-412.320282,-282.412750,-672.974792,-502.819611,-300.370789,-327.924652,-545.732666,-311.836639,-505.411926,-566.660461
31,0.258000,-318.220154,-814.342041,-214.387497,-289.501343,-809.274780,-307.852264,-338.663483,-327.613098,-228.513092,-289.658569,-691.694153,-358.710052,-313.332886,-305.891235,-320.966797,-301.954468,-394.785095,-413.344238,-282.812012,-673.467163,-504.389343,-300.011414,-328.638947,-547.784912,-312.016022,-505.986877,-568.388672
32,0.267000,-318.387177,-824.732056,-220.622375,-289.444000,-815.280579,-314.198273,-337.854492,-323.990326,-231.294388,-289.604645,-696.001709,-360.660706,-312.671783,-303.006775,-323.958496,-301.574738,-393.895477,-414.503754,-283.064240,-674.094238,-505.855499,-299.950897,-329.241333,-549.453552,-312.069824,-506.564850,-569.886963
33,0.275000,-317.679932,-834.773743,-227.665375,-289.421173,-820.860168,-320.397430,-337.509613,-320.659149,-233.600296,-289.473999,-700.056274,-362.681000,-312.380066,-300.533539,-326.385529,-301.409332,-393.248260,-415.231110,-283.171356,-674.641907,-507.266052,-299.822998,-329.712006,-550.749695,-312.060486,-506.976257,-571.213379
34,0.283000,-317.827881,-844.360046,-234.259506,-289.172394,-826.158936,-326.602264,-337.514862,-317.534821,-235.602585,-289.428955,-703.978210,-364.660828,-312.388641,-298.264069,-328.494263,-301.419708,-392.611847,-415.718262,-283.073212,-675.125610,-508.561981,-299.723724,-330.098480,-551.898743,-311.931305,-507.402191,-572.414856
35,0.292000,-317.298920,-853.724365,-241.405884,-288.742798,-831.119934,-332.755310,-337.938690,-315.081024,-237.201721,-289.156982,-707.531494,-366.481750,-312.684479,-296.540497,-330.205109,-301.545044,-391.956757,-416.099640,-282.807495,-675.600708,-509.734741,-299.686768,-330.487061,-552.544800,-311.784363,-507.825500,-573.390015
36,0.300000,-316.431610,-862.515930,-248.666580,-288.067596,-835.671082,-338.807922,-338.656281,-313.469330,-238.605545,-288.678986,-711.001099,-368.362823,-313.419403,-295.010345,-331.536957,-301.803589,-391.518646,-416.282166,-282.520996,-675.999390,-510.775146,-299.709106,-330.861053,-552.922180,-311.534424,-508.117065,-574.189575
37,0.308000,-315.963440,-870.596558,-255.301483,-287.116608,-839.825012,-344.530853,-339.782471,-312.727509,-239.820023,-288.357971,-714.308228,-369.985931,-314.336914,-294.040039,-332.666473,-302.174713,-391.282562,-416.400360,-282.119354,-676.371277,-511.622955,-299.582611,-331.351410,-553.437378,-311.276764,-508.504578,-574.906677
38,0.317000,-314.277771,-878.723206,-262.547607,-286.153320,-843.802124,-350.100220,-341.379089,-312.744507,-240.739639,-287.912048,-717.405701,-371.461700,-315.421844,-293.481171,-333.500031,-302.595917,-391.251984,-416.483765,-281.739349,-676.686890,-512.438354,-299.531586,-331.668030,-553.665283,-310.869537,-508.879486,-575.456787
39,0.325000,-313.037354,-886.125549,-269.616028,-285.163330,-847.219971,-355.396881,-342.904999,-313.277100,-241.604034,-287.406006,-720.321045,-372.823792,-316.652496,-293.414185,-334.102234,-303.114380,-391.460815,-416.646515,-281.144501,-677.123474,-513.001709,-299.497162,-331.944580,-553.844238,-310.515778,-509.161469,-575.855896
40,0.333000,-312.274109,-892.691528,-276.385651,-284.409576,-850.426880,-360.592773,-344.590576,-314.468811,-242.241547,-286.964874,-723.029236,-373.998383,-317.929260,-293.910400,-334.556580,-303.635468,-392.159241,-416.862701,-280.611755,-677.485535,-513.424866,-299.373322,-332.232422,-553.835632,-310.107269,-509.505157,-576.160645
41,0.342000,-311.011261,-899.306396,-283.197723,-283.637451,-853.245483,-365.535553,-346.020782,-316.250183,-242.746796,-286.621399,-725.501465,-375.000061,-318.990173,-295.027313,-334.839508,-304.157928,-393.013702,-417.223267,-280.052917,-677.842468,-513.658508,-299.342407,-332.580688,-554.151672,-309.558380,-509.844666,-576.408691
42,0.350000,-310.494049,-904.906616,-289.635315,-283.088715,-855.728760,-370.239380,-347.162720,-318.756287,-243.156281,-286.226288,-727.724670,-375.777863,-319.937958,-296.550751,-334.846497,-304.476776,-394.116699,-417.655396,-279.490143,-678.123901,-513.693115,-299.301697,-333.017426,-554.033203,-309.175171,-510.109558,-576.516541
43,0.358000,-309.861206,-909.982117,-296.003052,-282.581024,-857.788391,-374.623779,-348.160980,-322.086761,-243.406082,-286.040619,-729.726013,-376.273224,-320.584717,-298.572174,-334.732941,-304.665131,-395.561493,-418.073639,-279.021820,-678.387390,-513.475708,-299.256561,-333.397705,-553.970886,-308.715424,-510.466217,-576.457520
44,0.367000,-309.290314,-914.622009,-302.052765,-282.129669,-859.519348,-378.630798,-348.740875,-325.951569,-243.515472,-285.977264,-731.499207,-376.520111,-321.036957,-301.041412,-334.530853,-304.700897,-397.288269,-418.697021,-278.581055,-678.667358,-513.119629,-299.149170,-333.681458,-553.927429,-308.159332,-510.834229,-576.353577
45,0.375000,-308.777466,-918.555481,-307.473969,-281.894897,-860.951599,-381.967499,-349.104492,-330.267151,-243.465866,-285.917664,-733.096069,-376.671570,-321.070374,-304.161163,-334.039856,-304.539642,-399.394226,-419.446503,-278.111481,-679.013184,-512.718628,-298.920227,-333.961731,-553.811096,-307.735535,-511.202881,-576.139648
46,0.383000,-308.371796,-922.179077,-312.197510,-281.558594,-862.173889,-385.130829,-349.078491,-335.268280,-243.367264,-285.663055,-734.626526,-376.690399,-320.940186,-307.784546,-333.662903,-304.274384,-401.705017,-420.176331,-277.764557,-679.431335,-512.297424,-298.678467,-334.330048,-553.657959,-307.400452,-511.626190,-575.843811
