Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-305.612976,-856.267029,-214.975739,-278.164276,-814.645447,-299.246796,-344.398987,-323.652313,-135.703369,-283.152435,-686.204407,-294.915710,-318.994690,-280.966827,-220.624069,-303.182739,-359.352448,-321.008636,-277.412170,-634.308777,-432.028931,-300.548767,-287.721710,-452.293030,-308.885559,-463.334167,-484.671967
1,0.008000,-305.839874,-857.186279,-215.293671,-278.188477,-814.906006,-299.551239,-344.065399,-324.541199,-134.172989,-283.115082,-686.495972,-293.979034,-318.693512,-281.115540,-218.682312,-303.000092,-359.227844,-319.297333,-277.433044,-633.936462,-430.868530,-300.115448,-287.358215,-450.670776,-308.954651,-462.776794,-483.087585
2,0.017000,-305.922333,-857.980103,-215.548203,-278.313721,-815.136292,-299.543152,-343.584900,-325.255737,-132.444763,-283.024933,-686.819519,-293.000061,-318.256866,-281.383881,-216.649399,-302.734131,-359.148987,-317.619995,-277.530853,-633.509033,-429.613342,-299.942383,-286.777161,-448.767578,-309.007568,-462.176178,-481.562592
3,0.025000,-305.876709,-858.500000,-215.488312,-278.473389,-815.205139,-299.219696,-343.059814,-325.892395,-130.671570,-282.995148,-686.920105,-291.912506,-317.715088,-281.748566,-214.654221,-302.388092,-359.062225,-315.936218,-277.666687,-633.177429,-428.344574,-299.810791,-286.406860,-446.922729,-309.073547,-461.595825,-479.932251
4,0.033000,-305.742767,-858.707642,-215.123627,-278.634705,-815.137573,-298.599762,-341.590088,-327.101837,-128.789185,-283.077301,-686.847717,-290.656097,-317.026123,-282.229797,-212.668991,-301.994507,-359.089081,-314.201416,-277.837036,-632.757202,-426.976440,-299.612701,-286.057983,-445.060669,-309.059875,-461.148193,-478.366852
5,0.042000,-305.856140,-858.590027,-214.119858,-278.859558,-814.814331,-297.540649,-340.627502,-328.004791,-126.826332,-283.150757,-686.560425,-289.361389,-316.283936,-282.657562,-210.598404,-301.578705,-358.953339,-312.575348,-278.026520,-632.309753,-425.597809,-299.360962,-285.543060,-443.185425,-309.070984,-460.629395,-476.650696
6,0.050000,-305.930878,-858.134460,-212.871262,-279.045746,-814.252075,-296.352142,-339.633636,-328.832642,-125.003143,-283.210114,-686.037781,-287.858459,-315.419067,-283.122681,-208.562256,-301.048859,-358.946472,-311.050201,-278.206512,-631.728821,-424.138092,-298.957214,-284.822449,-441.284180,-309.111481,-460.099640,-474.961517
7,0.058000,-306.076416,-857.304321,-211.278839,-279.284393,-813.533325,-294.847473,-339.150787,-328.406769,-123.154175,-283.159119,-685.375122,-286.439819,-314.620636,-283.188202,-207.027084,-300.491150,-358.911499,-309.613800,-278.285583,-631.134888,-422.697845,-298.755981,-284.247772,-439.482758,-309.075226,-459.300415,-473.363342
8,0.067000,-306.203796,-856.255615,-209.439224,-279.432587,-812.726013,-293.098877,-338.852051,-326.127106,-123.047623,-283.037018,-684.464783,-284.842712,-314.329498,-281.353058,-206.949341,-300.226044,-358.852295,-308.335114,-278.417023,-630.481018,-421.158936,-298.528381,-283.477386,-437.756592,-309.123352,-458.457703,-471.663910
9,0.075000,-306.141968,-855.060669,-207.401062,-279.514954,-811.639038,-291.284180,-338.718414,-323.483093,-123.916893,-282.916382,-683.405579,-283.090149,-314.559448,-278.159393,-207.708847,-300.182220,-358.501617,-306.895355,-278.523743,-629.728333,-419.559235,-298.250793,-282.805817,-436.300751,-309.102203,-457.737091,-470.052429
10,0.083000,-306.052704,-853.493469,-205.196091,-279.504425,-810.324890,-289.214783,-338.210602,-320.888885,-124.012344,-282.810486,-681.995239,-281.198120,-314.510193,-274.994110,-207.632126,-300.322937,-357.354675,-305.197296,-278.555054,-628.715637,-417.843475,-298.099518,-281.876373,-434.808319,-309.075500,-456.817291,-468.443970
11,0.092000,-305.964417,-851.717957,-202.527008,-279.503510,-808.823975,-286.785889,-337.958313,-318.536926,-123.095192,-282.767700,-680.473083,-279.160919,-314.051483,-272.360504,-206.406403,-300.179718,-355.519470,-303.360596,-278.601257,-627.594299,-415.983398,-298.142487,-280.646545,-433.180817,-309.217102,-455.733490,-466.612793
