Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-296.746796,-747.211365,-132.902863,-271.396210,-735.621094,-226.033432,-332.769409,-242.917969,-118.015015,-277.711151,-608.061218,-221.250580,-312.880005,-171.182297,-181.706497,-299.957184,-287.150848,-238.208252,-277.243103,-577.299866,-364.129303,-298.911774,-230.617889,-376.166077,-309.912811,-405.200226,-412.071381
1,0.008000,-296.671478,-745.891479,-132.821487,-271.527405,-734.957458,-225.808060,-332.993561,-241.316772,-118.074959,-277.793762,-607.470642,-221.422623,-312.871521,-170.357986,-182.416138,-300.207184,-286.718384,-237.828171,-277.538452,-577.199341,-364.326630,-299.020020,-230.601242,-376.040741,-310.135132,-405.045258,-412.047760
2,0.017000,-296.710907,-744.276672,-132.537476,-271.595276,-734.318298,-225.548935,-332.972595,-239.575378,-118.027695,-277.897339,-606.831482,-221.724472,-312.916809,-169.208984,-183.385818,-300.403381,-286.267395,-237.463806,-277.608368,-577.223450,-364.792633,-299.232819,-230.563080,-375.870148,-310.348419,-404.980164,-412.182922
3,0.025000,-296.773102,-742.720093,-132.313568,-271.555725,-733.788635,-225.335114,-333.340668,-237.757935,-118.054642,-277.947113,-606.284729,-222.226471,-313.187195,-168.202148,-184.118286,-300.464722,-285.682678,-237.204636,-277.668823,-577.296692,-365.369293,-299.538635,-230.628021,-375.834961,-310.514832,-405.006775,-412.448181
4,0.033000,-296.870850,-741.120178,-132.084976,-271.513153,-733.333191,-225.187073,-333.594513,-235.980011,-118.176834,-277.910217,-605.806396,-222.764603,-313.491241,-167.076447,-185.007050,-300.533783,-285.109039,-237.112900,-277.666077,-577.520874,-366.037292,-299.661804,-230.769928,-375.977264,-310.581757,-405.205231,-412.933167
5,0.042000,-296.961395,-739.480896,-131.834274,-271.521149,-732.898865,-225.020279,-333.647308,-234.303085,-118.300522,-277.862793,-605.396057,-223.397171,-313.539948,-166.081314,-185.843582,-300.807404,-284.398743,-236.958252,-277.623291,-577.797729,-366.793304,-299.711700,-230.995743,-376.239136,-310.583710,-405.454346,-413.467621
6,0.050000,-297.135071,-737.939575,-131.554962,-271.603668,-732.474487,-224.759857,-333.750824,-232.573563,-118.227798,-277.801666,-604.990906,-224.087173,-313.557587,-165.204712,-186.543457,-300.567810,-283.862671,-237.000183,-277.579681,-578.209229,-367.593353,-299.558136,-231.249405,-376.563232,-310.516754,-405.750488,-414.053680
7,0.058000,-297.337219,-736.323914,-131.248947,-271.615601,-732.086609,-224.531464,-333.681732,-230.914703,-118.308357,-277.741058,-604.631409,-224.763397,-313.217896,-164.264908,-187.516281,-300.219513,-283.263000,-237.202393,-277.495697,-578.728394,-368.468384,-298.882812,-231.849808,-377.375671,-310.352905,-406.254700,-414.771027
8,0.067000,-297.218079,-734.914673,-131.033417,-271.658264,-731.826599,-224.236450,-333.634918,-229.319595,-118.323914,-277.466431,-604.438232,-225.570023,-312.979584,-163.736954,-188.330658,-299.824921,-282.922424,-237.497009,-277.313446,-579.304443,-369.309875,-298.497437,-232.157806,-377.854034,-310.128906,-406.903381,-415.486023
9,0.075000,-297.359467,-733.400391,-130.848358,-271.637085,-731.747986,-223.993149,-333.505554,-227.815659,-118.334732,-277.184113,-604.381287,-226.270233,-312.601318,-163.302322,-189.332565,-299.531067,-282.736786,-237.862015,-277.084869,-579.977295,-370.175934,-298.102631,-232.807846,-378.554108,-309.799957,-407.555634,-416.217285
10,0.083000,-297.328308,-732.051147,-130.452286,-271.586517,-731.731140,-223.604324,-333.547821,-226.305145,-118.263496,-276.918365,-604.331116,-227.157806,-312.322693,-163.074951,-190.396500,-299.225342,-282.652374,-238.350662,-276.716339,-580.667175,-371.127258,-297.545776,-233.569595,-379.351440,-309.375366,-408.131134,-417.178680
11,0.092000,-297.425903,-730.538086,-130.143829,-271.455322,-731.697571,-223.216629,-333.437042,-224.860168,-118.321091,-276.571564,-604.310364,-228.159958,-312.026703,-163.036880,-191.756943,-298.974945,-282.632111,-238.903259,-276.295532,-581.411194,-372.210114,-297.317291,-234.647018,-380.437592,-308.960907,-408.879181,-418.240051
12,0.100000,-297.355042,-729.175232,-129.837021,-271.100250,-731.648560,-222.879883,-333.492950,-223.549484,-118.328522,-276.110382,-604.321411,-229.307968,-311.814636,-163.239761,-192.901993,-298.754486,-282.740631,-239.713120,-275.771454,-582.175598,-373.389404,-296.829834,-235.352463,-381.516479,-308.429901,-409.677856,-419.422424
13,0.108000,-297.305450,-727.772095,-129.612015,-270.982574,-731.403137,-222.580627,-333.390594,-222.276794,-118.396828,-275.750732,-604.276794,-230.532654,-311.556824,-163.638870,-194.374283,-298.138702,-283.318146,-241.324844,-275.169159,-582.958008,-374.794678,-296.452179,-236.077026,-382.933228,-307.917419,-410.462891,-420.883911
14,0.117000,-297.254883,-726.290161,-129.248535,-270.667755,-731.246338,-222.176300,-333.414062,-221.055679,-118.545776,-275.384277,-604.199646,-231.961334,-311.443451,-164.174667,-195.702316,-297.920624,-283.725159,-242.836395,-274.502930,-583.794495,-376.403351,-295.926666,-237.067963,-384.804382,-307.438385,-411.350098,-422.587189
15,0.125000,-297.270844,-724.780273,-128.920486,-270.265961,-731.106506,-221.768005,-333.328888,-219.792603,-118.666023,-274.924042,-604.245850,-233.644226,-311.414551,-164.784439,-197.091034,-297.728485,-284.066223,-244.591156,-273.758148,-584.710876,-378.174225,-295.673279,-237.760452,-386.659821,-306.832947,-412.415497,-424.416870
16,0.133000,-297.089722,-723.310242,-128.831467,-269.862488,-731.131836,-221.505020,-333.235413,-218.673309,-118.898163,-274.485535,-604.426331,-235.419128,-311.258698,-165.623627,-198.577332,-297.514160,-284.558014,-246.568604,-273.082001,-585.634277,-380.124359,-295.409302,-238.609985,-388.770874,-306.243073,-413.450165,-426.506256
17,0.142000,-297.132202,-721.743347,-128.629044,-269.333527,-731.217957,-221.168259,-333.355988,-217.744949,-118.898659,-274.053436,-604.718079,-237.524460,-311.055420,-166.568710,-199.990906,-297.296112,-285.147736,-248.784317,-272.387360,-586.752625,-382.208344,-295.184723,-240.106354,-391.117706,-305.613159,-414.581726,-428.821289
18,0.150000,-297.224243,-720.042542,-128.219818,-269.060181,-731.301392,-220.800476,-333.269012,-216.636002,-119.049438,-273.609558,-605.120789,-239.746780,-310.993134,-167.565491,-201.350891,-297.036621,-285.750275,-251.097137,-271.629669,-588.081360,-384.547638,-294.634827,-241.500702,-393.852020,-305.081604,-415.946625,-431.332275
