Format Version,1.23,Take Name,Take 2024-07-20 04.46.47 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-07-20 04.46.47.707 PM,Capture Start Frame,28745746,Total Frames in Take,6857,Total Exported Frames,6857,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.133000,-321.462921,-770.308289,-138.110703,-293.567169,-732.029236,-224.209595,-340.484283,-342.689178,-126.705482,-293.499146,-605.915649,-249.740768,-315.050110,-305.560669,-214.287384,-301.638855,-383.632721,-314.843689,-285.319550,-611.018188,-396.184296,-302.148376,-262.596008,-403.726929,-315.132843,-437.466919,-441.332184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.142000,-321.382477,-770.186707,-138.144379,-293.471558,-731.420898,-223.963821,-341.099823,-336.607697,-128.366623,-293.440613,-605.511658,-250.268906,-315.246887,-302.940399,-217.193878,-301.622925,-384.068848,-315.436981,-284.982483,-611.677429,-396.689667,-302.128784,-263.239685,-404.645233,-314.946960,-438.095764,-442.026337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.150000,-321.336914,-769.990845,-138.275040,-293.376587,-730.835449,-223.934097,-341.768219,-331.133698,-130.587006,-293.214935,-605.012634,-250.695648,-315.463928,-299.973907,-220.185257,-301.746155,-384.372833,-315.777649,-284.635559,-612.281982,-397.052399,-301.957458,-263.928528,-405.512482,-314.690491,-438.809631,-442.711426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.158000,-321.279999,-769.771851,-138.374634,-293.313446,-730.223511,-223.887299,-342.351807,-326.083282,-132.922409,-293.086365,-604.505920,-251.145355,-315.749847,-297.100037,-223.459900,-301.975769,-384.539093,-316.066620,-284.234009,-612.844482,-397.401550,-301.887848,-264.474762,-406.265900,-314.308563,-439.458618,-443.383118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.167000,-321.214325,-769.645020,-138.533234,-293.157532,-729.788879,-223.841934,-342.914368,-321.692902,-135.178314,-292.938690,-604.195251,-251.478912,-316.127136,-294.244171,-226.143448,-302.193085,-384.478302,-316.199829,-283.767822,-613.285645,-397.714996,-301.951172,-264.993622,-407.147369,-314.014343,-439.936066,-443.899933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.175000,-321.107666,-769.535461,-138.664612,-292.901306,-729.407715,-223.823334,-343.112091,-317.768646,-137.484940,-292.636108,-603.881714,-251.797821,-316.269073,-291.628815,-228.464813,-302.191650,-384.358032,-316.161041,-283.297821,-613.577820,-397.936798,-301.870422,-265.365326,-407.822723,-313.632141,-440.449677,-444.534943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.183000,-320.938171,-769.374329,-138.849258,-292.556122,-728.982361,-223.817429,-343.329193,-314.728424,-139.340332,-292.381165,-603.476990,-252.142883,-316.409149,-289.370392,-230.625748,-302.057648,-384.135132,-316.044525,-282.771027,-613.876282,-398.283875,-301.873749,-265.724152,-408.430878,-313.406982,-440.824463,-444.926056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.192000,-320.541260,-769.102051,-138.981659,-292.218933,-728.526245,-223.834045,-343.561737,-312.092072,-140.973297,-292.203705,-603.119263,-252.482178,-316.663544,-287.461090,-232.229385,-302.078949,-383.965454,-315.877869,-282.292480,-614.155151,-398.587311,-301.837311,-266.023010,-408.884644,-313.080353,-441.093781,-445.402954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.200000,-320.084991,-768.740479,-139.090179,-291.750153,-728.067444,-223.877884,-343.666595,-309.923981,-142.344650,-291.960266,-602.754028,-252.879684,-316.786835,-286.079529,-233.749786,-302.183746,-383.903809,-315.762695,-281.859192,-614.420471,-398.872192,-301.839539,-266.296295,-409.189819,-312.782776,-441.341309,-445.701324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.208000,-319.584137,-768.469238,-139.255051,-291.244080,-727.693909,-223.992416,-344.035736,-308.376587,-143.385803,-291.670502,-602.447021,-253.237732,-316.965729,-285.176605,-234.781174,-302.200500,-383.908417,-315.691498,-281.377686,-614.646179,-399.200775,-301.750031,-266.556305,-409.382294,-312.532166,-441.519165,-445.952332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.217000,-318.903442,-768.289001,-139.660721,-290.721039,-727.260620,-224.306381,-344.231445,-307.742493,-144.330414,-291.318481,-602.064148,-253.625870,-317.212708,-284.602844,-235.709030,-302.124756,-384.000092,-315.664764,-281.006897,-614.788391,-399.504669,-301.606934,-266.776520,-409.501404,-312.239868,-441.704773,-446.194244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.225000,-318.330139,-768.083252,-139.936646,-290.152863,-726.918945,-224.517212,-344.368042,-307.824097,-145.042725,-290.952606,-601.681152,-253.983231,-317.404938,-284.590271,-236.260773,-302.062744,-384.198792,-315.876068,-280.660400,-614.904358,-399.838135,-301.517365,-266.878723,-409.570038,-311.964417,-441.823456,-446.446106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
