Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-315.294525,-734.079224,-130.794998,-284.608307,-757.510254,-220.791702,-331.802246,-241.162277,-124.047470,-284.310364,-636.476990,-263.955536,-308.744965,-201.308701,-210.977295,-298.083893,-308.802246,-280.603577,-278.932007,-614.843445,-408.913879,-296.019989,-268.130585,-424.657715,-308.734528,-442.568451,-459.055267
1,0.008000,-315.207520,-732.421936,-130.851196,-284.612793,-757.636414,-220.651932,-330.405212,-243.807617,-123.301666,-284.314606,-636.920898,-265.220062,-307.418274,-204.553665,-210.459488,-297.180237,-310.419891,-282.443146,-278.810974,-616.047424,-410.296234,-295.485901,-268.980347,-426.600128,-308.622803,-443.798279,-460.583710
2,0.017000,-315.177155,-730.589111,-130.762299,-284.461121,-757.458618,-220.178070,-329.609467,-247.106918,-122.562225,-284.139832,-637.320862,-266.408112,-306.103546,-208.416183,-209.951141,-296.651855,-312.574951,-284.324738,-278.738037,-617.335999,-411.721619,-295.089966,-270.463379,-428.198547,-308.490051,-445.057556,-462.108307
3,0.025000,-315.082703,-728.898132,-130.862411,-284.313904,-757.360168,-219.816544,-328.280823,-250.862534,-122.568199,-283.931854,-637.918396,-267.821625,-305.869690,-211.977188,-209.888092,-296.241943,-314.836304,-286.321564,-278.599365,-618.623535,-413.239532,-295.040131,-271.632538,-429.859039,-308.366455,-446.397675,-463.698944
4,0.033000,-315.042633,-727.168457,-130.857742,-284.280212,-757.374512,-219.298111,-328.181549,-255.147995,-122.650398,-283.747559,-638.653809,-269.181030,-305.164551,-215.882401,-209.648102,-295.775299,-317.168243,-288.123322,-278.657623,-620.014587,-414.756897,-294.672974,-272.563019,-431.347931,-308.284454,-447.760559,-465.182373
5,0.042000,-315.084320,-725.452698,-130.929184,-284.706146,-757.330505,-218.692184,-327.813904,-259.546692,-122.809273,-283.787292,-639.391479,-270.505829,-305.121765,-219.651733,-209.783081,-295.521423,-319.566071,-289.856598,-278.700775,-621.530579,-416.172150,-294.444824,-274.530701,-432.974701,-308.220520,-449.152344,-466.647217
6,0.050000,-315.309143,-723.783569,-130.959412,-284.785583,-757.239014,-218.173584,-327.896057,-263.712097,-122.842812,-284.053711,-640.057190,-271.635315,-305.257904,-223.803772,-209.563461,-295.537811,-322.182343,-291.506531,-278.773376,-623.001526,-417.468994,-294.053375,-275.772430,-434.396423,-308.086578,-450.648376,-468.046661
7,0.058000,-315.426727,-722.082825,-131.057236,-285.162323,-757.007629,-217.696091,-327.892853,-267.900940,-122.700851,-284.261871,-640.648315,-272.811096,-304.732635,-227.728851,-209.395615,-295.598328,-324.612671,-293.190430,-278.891296,-624.508667,-418.747162,-294.070587,-277.473846,-435.602386,-308.037201,-452.231293,-469.264679
8,0.067000,-315.650238,-720.272095,-131.163544,-285.451080,-756.663635,-217.342194,-327.838318,-270.730957,-122.404259,-284.443390,-640.985596,-273.933990,-304.863800,-231.215790,-209.519135,-295.615417,-326.990845,-294.664551,-278.902405,-625.929199,-420.088837,-294.160370,-278.405243,-436.713928,-308.005005,-453.581024,-470.593414
9,0.075000,-315.747955,-718.449341,-131.186340,-285.525635,-756.044067,-216.782425,-328.007538,-270.866180,-122.219635,-284.528473,-641.169495,-275.082703,-305.064880,-234.026978,-210.216721,-295.743103,-329.028809,-296.394684,-278.917236,-627.231506,-421.273651,-294.301697,-280.205963,-438.305817,-308.041473,-454.866577,-471.968079
10,0.083000,-315.867035,-716.437378,-131.179306,-285.464172,-755.127197,-216.411743,-328.213226,-271.546997,-123.439812,-284.504669,-641.236633,-276.206512,-305.271118,-235.858307,-211.969513,-296.077118,-330.752106,-297.961212,-278.688721,-628.458618,-422.566010,-294.431030,-281.401489,-439.907318,-308.077972,-456.306976,-473.356903
11,0.092000,-315.745209,-714.597717,-131.246216,-285.220062,-754.203491,-215.923553,-328.895782,-276.145203,-126.019852,-284.379211,-641.187683,-277.291595,-305.704956,-236.969086,-213.126190,-296.486237,-331.683624,-299.388000,-278.572968,-629.725525,-423.804108,-295.127289,-282.568298,-441.023468,-308.130951,-457.464844,-474.717651
12,0.100000,-315.875671,-712.536560,-131.233871,-285.269318,-753.333740,-215.417770,-329.643616,-279.350220,-127.916992,-284.413391,-641.109436,-278.253387,-306.771423,-238.409180,-214.119858,-296.670654,-332.559052,-300.883789,-278.315857,-630.767395,-424.830475,-295.300201,-283.755432,-442.810638,-308.131836,-458.745819,-476.066528
13,0.108000,-315.833130,-710.670227,-131.367386,-284.997864,-752.318054,-214.878082,-331.104797,-280.974762,-128.501129,-284.521271,-640.921021,-279.184601,-308.191620,-240.455688,-214.919632,-297.206543,-333.839844,-302.483185,-278.176910,-631.767395,-425.879852,-295.693665,-284.823242,-444.234833,-308.115997,-459.880188,-477.462982
14,0.117000,-315.978790,-708.683960,-131.386353,-285.357239,-751.482605,-214.487396,-332.997192,-283.234924,-129.237732,-284.604828,-640.764587,-280.040894,-309.586060,-243.035126,-215.779572,-298.171295,-335.514465,-304.263855,-278.011261,-632.789734,-426.893921,-296.149567,-285.889557,-445.679840,-308.163361,-461.013641,-478.640472
15,0.125000,-316.127136,-706.774719,-131.549545,-285.256683,-750.502502,-213.976456,-334.897095,-285.936798,-130.195328,-284.785706,-640.679932,-281.045197,-311.187286,-245.466537,-216.657959,-299.340607,-337.170441,-305.793243,-277.812103,-633.751160,-427.858856,-296.704132,-286.718842,-446.801727,-308.081207,-462.016998,-479.843109
16,0.133000,-316.306793,-704.814148,-131.632019,-285.353302,-749.520752,-213.508682,-337.053558,-288.345398,-131.019379,-284.999969,-640.398987,-281.860199,-313.047913,-247.840775,-217.220673,-300.260315,-338.624878,-307.182800,-277.638550,-634.663330,-428.732483,-297.269470,-287.754089,-448.031311,-308.091888,-463.068359,-480.925140
17,0.142000,-316.514099,-702.853638,-131.758743,-285.218658,-748.388428,-213.138931,-338.918152,-290.877197,-131.791138,-285.082764,-640.143799,-282.760773,-314.961639,-250.245728,-217.776505,-301.094116,-340.066376,-308.611908,-277.365417,-635.511475,-429.699341,-297.654358,-288.487610,-449.253265,-308.061798,-463.904327,-482.080353
18,0.150000,-316.621246,-700.919434,-131.942184,-285.155945,-747.182129,-212.690781,-341.514709,-293.664886,-132.241882,-285.054230,-639.843811,-283.716705,-316.473145,-252.652161,-218.335983,-302.116119,-341.467468,-309.948364,-277.090332,-636.200195,-430.653076,-297.964966,-289.017670,-450.457153,-307.985046,-464.805664,-483.259460
