Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
75,0.625000,-270.179596,-615.474060,-241.712677,-304.961029,-321.400391,-186.302933,-262.829224,-743.319641,-249.036301,-289.298035,-360.320770,-308.448792,-263.383057,-594.032532,-386.505127,-291.337524,-247.079636,-406.785095,-325.539642,-395.561615,-125.594917,-289.385620,-776.735046,-160.858414,-297.883545,-423.510620,-438.454468,,,,,,,,,,,,
76,0.633000,-269.771698,-611.755493,-239.267563,-304.766724,-317.472351,-183.357346,-262.295319,-739.704346,-245.067886,-288.915283,-357.564362,-305.206879,-262.891571,-591.477539,-384.213470,-291.038940,-244.419022,-403.697266,-325.352600,-393.023804,-124.505058,-288.918182,-771.571716,-156.350342,-297.568939,-420.711914,-435.757751,,,,,,,,,,,,
77,0.642000,-269.375763,-608.235413,-236.809448,-304.627472,-312.794495,-181.470322,-262.146851,-736.248657,-241.135147,-288.681732,-355.192535,-302.342102,-262.661499,-588.961365,-381.941315,-290.692902,-241.905579,-400.654510,-325.059967,-389.778656,-124.411407,-288.318481,-766.338440,-152.303940,-297.315704,-418.126892,-433.000336,,,,,,,,,,,,
78,0.650000,-268.981171,-604.835876,-234.379181,-305.048462,-308.543335,-179.721634,-262.181824,-732.909058,-237.400604,-288.637787,-353.260376,-299.815247,-262.560822,-586.577271,-379.582245,-290.436401,-239.474182,-397.628174,-325.185028,-386.635010,-124.156456,-288.402374,-761.568726,-148.133698,-297.127350,-415.710602,-430.411163,,,,,,,,,,,,
79,0.658000,-268.857178,-601.610718,-231.892517,-305.119354,-305.039856,-178.042786,-262.377899,-729.674805,-233.698624,-288.804810,-351.353210,-297.278809,-262.574615,-584.327942,-377.234283,-290.229706,-237.230545,-394.747284,-325.192535,-383.961945,-123.622391,-289.033081,-757.251038,-143.575073,-297.129944,-413.275635,-427.700867,,,,,,,,,,,,
80,0.667000,-268.978729,-598.346313,-229.211044,-305.104523,-301.607635,-176.572968,-262.674744,-726.439331,-230.123306,-288.774506,-349.634979,-295.177307,-262.750488,-582.101196,-374.764465,-290.196442,-234.866531,-391.969604,-325.129395,-381.269012,-123.263039,-289.465637,-752.860168,-139.537369,-297.295258,-410.937775,-425.019135,,,,,,,,,,,,
81,0.675000,-269.292023,-595.270508,-226.519974,-304.956940,-298.516632,-175.577271,-263.075104,-723.347656,-227.136215,-288.636200,-348.275024,-293.570343,-263.171631,-579.928833,-372.088226,-290.287811,-232.619614,-389.379547,-325.034454,-378.675323,-123.106163,-288.976837,-749.887146,-137.058014,-297.569244,-408.705261,-422.363190,,,,,,,,,,,,
82,0.683000,-269.784851,-592.460754,-223.740906,-304.934143,-295.586151,-174.619537,-263.383423,-720.526550,-226.691620,-288.958130,-346.745789,-292.007721,-263.623718,-577.793091,-369.410217,-290.238953,-231.659714,-388.148743,-325.103912,-376.158630,-122.800705,-289.381439,-748.174927,-136.791565,-297.993530,-406.536713,-419.812439,,,,,,,,,,,,
83,0.692000,-270.090088,-590.040710,-221.475037,-305.333649,-292.058777,-173.302322,-263.531921,-718.053101,-227.003311,-289.413757,-344.910004,-290.014648,-264.115204,-575.586487,-367.121826,-290.540100,-231.124023,-387.217621,-325.228058,-373.560364,-122.748917,-289.877838,-746.154663,-137.122864,-298.544617,-404.540161,-417.470154,,,,,,,,,,,,
84,0.700000,-270.027679,-588.226807,-219.548935,-305.963593,-287.957275,-171.545502,-263.563049,-716.080750,-226.603043,-289.430542,-342.550842,-287.695770,-264.693298,-573.750427,-365.221832,-291.005615,-228.459045,-384.645508,-325.308289,-370.500214,-122.590919,-289.609985,-744.239746,-136.934265,-299.234924,-402.553711,-415.536774,,,,,,,,,,,,
85,0.708000,-270.027832,-586.658325,-217.684341,-306.368286,-284.014984,-169.632034,-263.763885,-714.541077,-225.746292,-290.298187,-340.210693,-284.743378,-265.316589,-571.970093,-363.366913,-291.623566,-227.670761,-383.218506,-325.556671,-367.612457,-122.386459,-289.930176,-742.796265,-135.712662,-299.990356,-400.898315,-413.479675,,,,,,,,,,,,
86,0.717000,-270.324829,-585.263367,-215.981308,-306.775360,-280.361359,-167.762054,-264.105042,-712.882874,-225.231125,-291.136108,-338.639008,-282.055145,-266.125153,-570.578247,-361.596405,-292.992828,-223.338730,-378.292603,-325.747162,-364.934479,-122.326576,-290.109558,-741.033752,-135.151688,-300.854523,-399.336945,-411.297150,,,,,,,,,,,,
87,0.725000,-271.190765,-583.721069,-214.326553,-307.056793,-276.928558,-166.422028,-264.620575,-711.282532,-224.927063,-291.662903,-337.278442,-279.610962,-267.042847,-569.088623,-359.913635,-293.713074,-221.921982,-375.794617,-326.003082,-362.307831,-122.158440,-290.216766,-739.348145,-134.979568,-301.766663,-397.774902,-409.325104,,,,,,,,,,,,
88,0.733000,-272.289337,-582.210205,-212.769302,-307.413635,-273.663269,-165.120758,-265.231537,-709.583618,-224.628693,-292.384521,-335.991180,-277.113403,-268.132141,-567.872803,-358.407013,-294.421814,-220.677261,-373.353882,-326.202179,-359.707001,-122.091812,-290.376495,-737.526794,-134.899078,-302.734680,-396.452271,-407.345215,,,,,,,,,,,,
89,0.742000,-273.080627,-580.861328,-211.371887,-307.643677,-270.676056,-164.020401,-265.947601,-708.067139,-224.251068,-293.153137,-335.263611,-274.903839,-269.357300,-566.921082,-356.996338,-295.122772,-219.735992,-370.993744,-326.462982,-357.324249,-122.101173,-290.737427,-735.855164,-134.547104,-303.706573,-395.378632,-405.385956,,,,,,,,,,,,
90,0.750000,-273.742828,-579.437256,-210.037567,-307.851288,-267.750244,-162.905823,-266.570343,-706.475464,-223.902557,-293.921753,-334.304871,-272.715057,-270.470337,-566.106140,-355.691193,-295.621979,-218.826233,-368.828094,-326.649139,-354.894257,-121.999870,-291.331512,-734.340881,-133.910797,-304.634521,-394.372162,-403.621887,,,,,,,,,,,,
91,0.758000,-274.347321,-577.937500,-208.991226,-308.023651,-264.905945,-161.790527,-267.212524,-704.787048,-223.623352,-294.202209,-333.108612,-270.517975,-271.688049,-565.354431,-354.685699,-295.939850,-218.053726,-367.057800,-326.799347,-352.505035,-121.968117,-291.540955,-732.541138,-133.699295,-305.599487,-393.501495,-402.080200,,,,,,,,,,,,
92,0.767000,-274.905304,-576.291077,-207.980911,-307.965881,-262.020477,-160.686523,-267.839386,-703.002197,-223.480621,-294.477692,-331.753662,-268.378510,-272.890137,-564.680542,-353.686646,-296.241882,-217.503311,-365.769806,-326.548553,-350.017914,-122.055878,-291.660797,-730.816772,-133.569107,-306.583038,-392.748077,-400.986023,,,,,,,,,,,,
93,0.775000,-275.198334,-574.539368,-206.968933,-307.756378,-259.216553,-159.464401,-268.544373,-701.066162,-223.305740,-294.803650,-330.356934,-266.419189,-274.017792,-564.107239,-352.692719,-296.570343,-216.832672,-364.712952,-326.703949,-347.729370,-121.981308,-291.835114,-728.990967,-133.493637,-307.490326,-392.029144,-399.889038,,,,,,,,,,,,
94,0.783000,-275.438812,-572.758850,-206.029907,-307.736725,-256.449432,-158.411438,-269.310669,-699.092041,-223.094772,-295.219269,-328.880554,-264.533661,-275.040771,-563.580383,-351.808868,-296.853119,-216.326340,-363.907715,-326.841705,-345.358795,-121.857353,-292.065186,-727.199463,-133.470276,-308.334625,-391.507599,-398.939911,,,,,,,,,,,,
95,0.792000,-276.110504,-570.641724,-204.980164,-307.996185,-253.811417,-157.614944,-269.814240,-696.859924,-222.778351,-295.433044,-327.755219,-262.790894,-276.060760,-563.084534,-350.852112,-297.161987,-215.835556,-362.955383,-326.961639,-343.141541,-121.791412,-292.328369,-725.234802,-133.222565,-309.172729,-391.002869,-397.922211,,,,,,,,,,,,
96,0.800000,-277.192841,-568.193481,-203.937424,-308.093384,-251.581375,-157.545929,-270.301147,-694.323608,-222.353683,-295.894196,-327.156158,-261.700317,-277.161835,-562.593140,-349.883545,-297.678711,-215.247849,-361.928986,-327.162933,-340.996063,-121.724945,-292.519409,-723.285400,-133.059753,-309.966949,-390.436676,-396.855011,,,,,,,,,,,,
97,0.808000,-278.108337,-565.915833,-202.946426,-308.153015,-250.191147,-157.892349,-270.789673,-691.858521,-222.129608,-296.333893,-326.963135,-261.183105,-277.903229,-562.081787,-348.931763,-298.104004,-214.743835,-361.034424,-327.336945,-339.198456,-121.779625,-293.472595,-721.152771,-132.487457,-310.622589,-390.004333,-395.930603,,,,,,,,,,,,
98,0.817000,-278.704163,-563.745972,-202.294235,-308.237366,-248.465378,-158.551987,-271.395966,-689.458069,-221.848007,-296.871368,-326.850739,-260.755402,-278.484863,-561.502136,-348.195892,-298.641083,-214.186096,-360.090729,-327.406769,-337.517212,-121.801971,-293.784637,-719.191528,-132.372437,-311.150391,-389.430511,-395.048004,,,,,,,,,,,,
99,0.825000,-279.055908,-561.551880,-201.915512,-308.600372,-246.936935,-159.091629,-271.780853,-687.282471,-221.691895,-297.202332,-326.573395,-260.293976,-278.807495,-560.944885,-347.812958,-299.142059,-213.579590,-359.396271,-327.604218,-335.658630,-121.781212,-294.091919,-717.165100,-132.289597,-311.651245,-388.714569,-394.515594,,,,,,,,,,,,
100,0.833000,-279.124084,-559.552979,-201.647049,-308.861206,-245.286789,-159.573441,-271.780029,-685.289490,-221.563843,-297.457397,-326.069458,-259.802704,-279.024323,-560.428162,-347.555695,-299.496796,-213.032639,-358.869934,-327.695648,-333.837402,-121.725395,-294.254547,-715.299133,-132.194016,-311.951721,-388.176636,-394.115509,,,,,,,,,,,,
101,0.842000,-279.164581,-557.630615,-201.341660,-308.941681,-243.721497,-160.002106,-271.752197,-683.288574,-221.477005,-297.555389,-325.576904,-259.486206,-279.132355,-559.960083,-347.279877,-299.796783,-212.502014,-358.576263,-327.696716,-332.114929,-121.674316,-294.127197,-713.415222,-132.065216,-312.163177,-387.720490,-393.846497,,,,,,,,,,,,
102,0.850000,-279.171173,-555.852051,-201.082855,-309.079010,-242.232422,-160.552597,-271.699585,-681.419739,-221.264221,-297.580811,-325.064545,-259.242371,-279.267395,-559.476868,-346.910156,-299.935333,-212.048264,-358.441101,-327.654083,-330.508728,-121.556702,-294.055939,-711.630249,-131.991669,-312.353729,-387.195038,-393.505188,,,,,,,,,,,,
103,0.858000,-279.356293,-554.060974,-200.877747,-308.997040,-240.976395,-161.175018,-271.900696,-679.602295,-221.049408,-297.532166,-324.721130,-259.048065,-279.393921,-559.100647,-346.629822,-299.884247,-211.668198,-358.261230,-327.655212,-328.865631,-121.437439,-294.307281,-709.921448,-131.763504,-312.372528,-386.899261,-393.319946,,,,,,,,,,,,
104,0.867000,-279.588593,-552.287354,-200.730255,-309.076447,-239.755966,-162.045563,-272.153229,-677.837158,-220.915405,-297.470123,-324.594452,-259.039642,-279.380829,-558.929077,-346.428436,-299.751038,-211.423843,-358.174713,-327.648010,-327.337585,-121.288658,-294.148407,-707.984497,-131.834915,-312.288300,-386.686462,-393.199799,,,,,,,,,,,,
105,0.875000,-279.652985,-550.601807,-200.642258,-308.825012,-238.681168,-163.062988,-272.322601,-676.057861,-220.797241,-297.377319,-324.575165,-259.148956,-279.370026,-558.772705,-346.265289,-299.493073,-211.259750,-358.161591,-327.922150,-325.520111,-121.388992,-294.332703,-706.116882,-131.811493,-312.134583,-386.554596,-393.129517,,,,,,,,,,,,
106,0.883000,-279.706696,-548.855835,-200.745132,-308.730133,-237.738205,-163.962784,-272.341217,-674.410950,-220.662262,-297.125427,-324.578613,-259.229187,-279.261902,-558.660828,-346.263519,-299.108521,-211.144730,-358.121979,-327.812836,-324.019531,-121.426041,-294.379028,-704.432312,-131.661087,-311.895294,-386.450562,-393.109802,,,,,,,,,,,,
107,0.892000,-279.504517,-547.335571,-201.063278,-308.500458,-236.610443,-164.947876,-272.241974,-672.856262,-220.556152,-296.755554,-324.443848,-259.245117,-279.015778,-558.578918,-346.453308,-298.571136,-211.034134,-358.210876,-327.819275,-322.422302,-121.276459,-294.391388,-702.595764,-131.529770,-311.496674,-386.296082,-393.291870,,,,,,,,,,,,
108,0.900000,-279.197876,-545.828979,-201.563385,-308.309570,-235.654404,-165.639435,-272.132202,-671.525696,-220.583344,-296.326752,-324.219910,-259.217804,-278.598633,-558.504700,-346.800873,-298.054596,-211.031647,-358.432129,-327.603210,-320.890320,-121.281876,-294.336792,-700.839172,-131.478149,-311.061157,-386.166290,-393.541901,,,,,,,,,,,,
109,0.908000,-278.765228,-544.573853,-202.199646,-307.961304,-234.512405,-166.506119,-271.972839,-670.358337,-220.558105,-295.975983,-323.940918,-259.146606,-278.073364,-558.514648,-347.263367,-297.624146,-211.047073,-358.682800,-327.554443,-319.330231,-121.199036,-294.316345,-699.264221,-131.316040,-310.633545,-386.129974,-393.884521,,,,,,,,,,,,
110,0.917000,-278.342010,-543.406860,-202.841461,-308.103699,-233.491013,-167.103683,-271.609070,-669.242981,-220.453888,-295.625916,-323.555817,-259.080048,-277.507874,-558.516846,-347.784119,-297.330597,-211.075150,-359.017975,-327.558960,-317.673401,-121.051453,-294.274902,-697.745422,-130.982620,-310.123230,-386.255798,-394.378174,,,,,,,,,,,,
111,0.925000,-278.167542,-542.210022,-203.447556,-307.946594,-232.167831,-167.907028,-271.270752,-668.186890,-220.360352,-295.368286,-323.102142,-259.017120,-276.947998,-558.594360,-348.329163,-296.983459,-211.130783,-359.514648,-327.502930,-316.184753,-121.074310,-294.074188,-695.979187,-130.923111,-309.591187,-386.357239,-394.971802,,,,,,,,,,,,
112,0.933000,-277.934479,-541.101013,-204.186508,-308.176880,-231.071274,-168.406403,-271.016815,-667.244507,-220.271530,-295.209839,-322.609406,-258.875275,-276.374146,-558.665283,-348.903320,-296.710083,-211.284332,-360.103058,-327.473083,-314.457947,-121.037994,-293.983490,-694.489258,-130.806213,-309.102600,-386.329102,-395.605255,,,,,,,,,,,,
113,0.942000,-277.757172,-540.056396,-205.117691,-308.007202,-229.687485,-169.149185,-270.834320,-666.174316,-220.219833,-295.122620,-322.044159,-258.743591,-275.737152,-558.805237,-349.636383,-296.479462,-211.436020,-360.837921,-327.533081,-312.878448,-120.951561,-293.818298,-692.954407,-130.888229,-308.589386,-386.498291,-396.351837,,,,,,,,,,,,
114,0.950000,-277.614075,-538.951294,-206.083618,-308.229706,-228.596161,-169.727386,-270.588318,-665.299133,-220.160736,-294.882477,-321.386627,-258.790009,-275.172791,-558.956116,-350.362244,-296.328278,-211.638626,-361.617004,-327.514191,-311.122498,-120.942047,-293.980804,-691.374756,-130.367355,-308.070190,-386.852600,-397.323944,,,,,,,,,,,,
115,0.958000,-277.350708,-538.012451,-207.249756,-308.155151,-227.421982,-170.730225,-270.191254,-664.361023,-220.159073,-294.691589,-320.951385,-258.997009,-274.561462,-559.282043,-351.330994,-296.017761,-212.129211,-362.834747,-327.604889,-309.605377,-120.953613,-293.737366,-689.730713,-130.443695,-307.641724,-387.094543,-398.319183,,,,,,,,,,,,
116,0.967000,-277.006622,-537.185364,-208.424911,-308.230316,-226.641953,-171.874619,-269.873749,-663.687195,-220.188660,-294.525238,-320.725861,-259.560944,-273.985840,-559.656799,-352.301147,-295.801636,-212.569687,-363.945709,-327.552490,-308.139771,-120.998329,-293.669373,-687.993408,-130.369415,-307.151154,-387.635254,-399.473083,,,,,,,,,,,,
117,0.975000,-276.613098,-536.611206,-209.881714,-308.220154,-226.291489,-173.095108,-269.530731,-663.230774,-220.288498,-294.427155,-320.770355,-260.358582,-273.440552,-560.209106,-353.580719,-295.570068,-213.145172,-365.340820,-327.474762,-306.869812,-121.106400,-293.604889,-686.489624,-130.125381,-306.760803,-388.171539,-400.791016,,,,,,,,,,,,
118,0.983000,-276.257843,-536.225952,-211.271301,-307.892883,-225.954391,-174.730743,-269.248962,-662.946045,-220.458389,-294.115936,-320.907806,-261.286987,-272.983063,-560.879333,-354.780029,-295.335449,-213.876373,-366.780029,-327.485382,-305.571747,-121.164001,-293.590118,-684.936096,-130.064865,-306.372314,-388.940735,-402.145691,,,,,,,,,,,,
119,0.992000,-275.989471,-535.977417,-212.874329,-307.649811,-225.763519,-176.312012,-269.076691,-662.838074,-220.621155,-293.857330,-321.116516,-262.262360,-272.673065,-561.743713,-356.228149,-294.976105,-214.765839,-368.372498,-327.330505,-304.369690,-121.334541,-293.490173,-683.522644,-129.946091,-306.065552,-389.876953,-403.681915,,,,,,,,,,,,
120,1.000000,-275.781860,-535.945435,-214.509399,-307.346100,-225.655609,-177.795792,-269.009857,-662.867493,-220.791290,-293.629608,-321.531189,-263.242889,-272.535736,-562.668762,-357.646820,-294.670410,-215.734436,-369.982666,-327.206940,-303.216339,-121.501236,-293.535431,-682.085693,-129.839722,-305.819397,-390.898682,-405.198975,,,,,,,,,,,,
121,1.008000,-275.644257,-536.025818,-216.386475,-306.975677,-225.712830,-179.325607,-269.054443,-663.028748,-220.989334,-293.325592,-321.912781,-264.299835,-272.338165,-563.816895,-359.283234,-294.366455,-216.980942,-371.741211,-326.791840,-302.441315,-121.898537,-293.686127,-680.637939,-129.691422,-305.603333,-391.994080,-406.913910,,,,,,,,,,,,
122,1.017000,-275.551208,-536.215088,-218.383652,-306.188629,-226.189453,-180.591492,-269.101471,-663.283997,-221.199097,-292.859894,-322.554321,-265.456787,-272.240082,-565.157471,-361.050995,-294.065674,-218.381271,-373.673889,-325.667236,-302.848938,-122.496841,-293.810516,-679.197815,-129.583832,-305.454254,-393.278687,-408.710846,,,,,,,,,,,,
123,1.025000,-275.370392,-536.611023,-220.631134,-304.684418,-228.086838,-181.185654,-269.135925,-663.692505,-221.502686,-292.183685,-323.603729,-266.991516,-272.089050,-566.478577,-363.087341,-293.840332,-219.715836,-375.578857,-324.582123,-304.462036,-123.179390,-293.887970,-677.718384,-129.491257,-305.377625,-394.596802,-410.633911,,,,,,,,,,,,
124,1.033000,-275.020325,-537.144348,-222.917145,-302.814972,-230.724426,-181.862778,-269.131531,-664.217834,-221.827972,-291.221436,-325.252167,-268.938934,-271.988953,-567.977112,-365.276184,-293.515778,-221.076340,-377.442566,-322.929230,-307.220551,-123.735481,-293.908569,-676.356323,-129.582321,-305.222351,-396.099792,-412.564514,,,,,,,,,,,,
125,1.042000,-274.541321,-537.928528,-225.526093,-300.959045,-234.747803,-182.526855,-269.087128,-665.045227,-222.129120,-290.132416,-327.331116,-271.606079,-271.800262,-569.506409,-367.571350,-293.124695,-222.522675,-379.288605,-319.992981,-311.423767,-124.288399,-293.940338,-674.830017,-129.470001,-305.115997,-397.495789,-414.670288,,,,,,,,,,,,
126,1.050000,-273.949280,-539.095947,-228.176666,-299.267181,-239.751892,-183.267288,-268.987976,-666.239258,-222.470261,-289.151886,-330.079041,-274.791931,-271.832275,-571.370667,-370.150879,-292.678619,-224.230957,-381.512329,-318.282623,-316.106293,-125.045273,-293.913300,-673.484070,-129.497940,-304.997589,-399.271912,-416.985474,,,,,,,,,,,,
127,1.058000,-273.605927,-540.640198,-230.868088,-297.888580,-245.680878,-183.975876,-268.994171,-667.622864,-222.729050,-288.386169,-333.139404,-278.238586,-271.819794,-573.300476,-372.791199,-292.180176,-226.150482,-383.850220,-316.768585,-322.455353,-126.388535,-293.884460,-672.137512,-129.425674,-304.902832,-401.093933,-419.310944,,,,,,,,,,,,
128,1.067000,-273.315033,-542.398193,-233.451660,-296.863251,-252.402161,-184.656906,-269.242767,-669.270935,-222.954041,-287.696716,-336.609802,-282.031555,-271.925995,-575.456970,-375.401855,-291.471405,-228.161438,-386.274597,-315.784210,-329.587280,-127.620102,-294.090820,-670.912048,-129.440857,-304.769745,-403.161652,-421.702545,,,,,,,,,,,,
