Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-306.850952,-723.357056,-129.221634,-278.286407,-724.227051,-222.408569,-321.581879,-241.596893,-122.497284,-277.907928,-601.440613,-259.328430,-298.864594,-215.811844,-214.568665,-289.347504,-324.101440,-283.689850,-274.745270,-604.377625,-405.268066,-291.707306,-257.397186,-417.493744,-305.485870,-431.598541,-453.113129
1,0.008000,-306.875275,-721.738342,-129.348389,-278.325073,-724.273621,-222.525742,-322.499664,-248.357788,-122.878967,-278.069733,-601.842651,-260.988617,-299.353302,-220.991180,-214.694702,-289.851990,-327.481201,-286.463165,-274.680756,-606.264648,-406.938995,-292.175934,-258.956451,-419.165863,-305.585999,-433.588074,-454.902252
2,0.017000,-307.005219,-720.076233,-129.473404,-278.338226,-724.336914,-222.601990,-323.497162,-255.359863,-123.549881,-278.316559,-602.422974,-262.703949,-300.229004,-226.434158,-214.711441,-290.224396,-330.897461,-289.272369,-274.578735,-608.243103,-408.665314,-292.352295,-261.055542,-421.440460,-305.521820,-435.640076,-456.982697
3,0.025000,-307.135132,-718.514893,-129.516922,-278.384094,-724.444031,-222.556427,-324.814545,-262.539124,-124.231453,-278.569183,-603.131958,-264.536469,-301.420654,-231.806580,-214.767090,-290.687164,-334.536987,-292.338196,-274.433563,-610.317566,-410.474762,-292.848907,-263.099548,-423.600494,-305.518402,-437.747650,-458.986908
4,0.033000,-307.292450,-716.878235,-129.580460,-278.385284,-724.634521,-222.527054,-326.244476,-269.759857,-124.984261,-278.718842,-603.912964,-266.437958,-302.938324,-237.766769,-215.040710,-291.488037,-337.894989,-295.316315,-274.292267,-612.409973,-412.315399,-292.470642,-264.238373,-425.947449,-305.517487,-439.894806,-461.093689
5,0.042000,-307.385040,-715.198486,-129.717911,-278.326080,-724.819519,-222.549927,-327.669464,-276.834686,-125.923218,-278.824799,-604.808472,-268.394775,-304.169769,-243.719788,-215.353256,-292.193756,-341.612915,-298.279724,-274.097687,-614.585815,-414.141785,-293.068451,-267.183807,-428.296295,-305.392456,-442.246429,-463.188293
6,0.050000,-307.491211,-713.651123,-129.810089,-278.219849,-724.910828,-222.471481,-329.130188,-283.752197,-126.850891,-279.029999,-605.660522,-270.398834,-305.342255,-249.812454,-216.065323,-292.779175,-345.670929,-301.325745,-273.938934,-616.800293,-416.121033,-293.493469,-269.481140,-430.468597,-305.291473,-444.557281,-465.431732
7,0.058000,-307.632874,-712.031738,-129.746262,-278.156250,-724.950806,-222.310577,-330.533020,-290.533234,-127.873642,-279.152100,-606.534485,-272.387848,-306.393311,-255.724640,-217.041031,-293.759918,-349.344543,-304.360321,-273.767761,-619.081055,-418.062012,-293.905640,-271.778839,-432.828003,-305.237366,-446.864136,-467.588379
8,0.067000,-307.799347,-710.321655,-129.844345,-278.081238,-724.997437,-222.251999,-331.476105,-297.230408,-129.414719,-279.217346,-607.404114,-274.436951,-307.183990,-261.707245,-218.036255,-293.742828,-353.198975,-307.754456,-273.545868,-621.433350,-420.008850,-294.098022,-274.270569,-435.285858,-305.174988,-449.269989,-469.802032
9,0.075000,-307.984100,-708.364197,-130.211578,-278.003052,-724.881592,-222.150085,-332.285400,-303.870178,-131.116394,-279.314148,-608.249268,-276.460388,-308.069550,-267.377594,-219.246094,-294.132111,-356.943512,-310.832886,-273.330627,-623.782471,-421.981140,-293.778717,-275.432068,-437.628876,-305.110565,-451.679413,-471.956238
10,0.083000,-307.950104,-705.974609,-130.776520,-277.777893,-724.438660,-222.186478,-332.583496,-310.478485,-133.628967,-279.529633,-609.053345,-278.579132,-308.449097,-272.977203,-220.776138,-294.383881,-360.654022,-314.103210,-273.097321,-626.143433,-423.882660,-293.495789,-277.204803,-439.820953,-305.009186,-454.215881,-474.175934
11,0.092000,-308.045502,-704.136169,-131.029999,-277.793579,-724.450745,-221.998093,-332.767456,-317.049561,-135.386749,-279.654205,-609.861267,-280.647797,-308.707397,-278.367828,-222.348572,-294.541016,-364.176208,-317.285187,-272.974335,-628.487000,-425.750397,-292.928833,-278.616699,-441.500824,-304.913910,-456.701935,-476.402954
12,0.100000,-308.261108,-702.194885,-131.341690,-277.779266,-724.298340,-221.860397,-333.182617,-323.066071,-137.460236,-279.725433,-610.901001,-282.677643,-309.050537,-283.536926,-224.144592,-294.608215,-367.592377,-320.356445,-272.748596,-630.967773,-427.696533,-292.752625,-280.688873,-443.566956,-304.804779,-459.266968,-478.601654
13,0.108000,-308.431183,-700.329407,-131.584244,-277.884552,-724.166504,-221.791199,-333.544891,-328.464844,-139.704544,-279.758881,-611.933594,-284.827576,-309.172577,-288.433929,-226.001907,-294.705048,-370.960846,-323.521088,-272.577301,-633.348328,-429.651978,-292.810364,-283.416107,-446.447083,-304.638153,-461.801727,-480.935028
14,0.117000,-308.518707,-698.457764,-132.074570,-278.318481,-723.841248,-221.477921,-333.547546,-333.546570,-141.916611,-279.781189,-613.000122,-287.057617,-309.307953,-292.989838,-228.084412,-294.711212,-374.246521,-326.667175,-272.450012,-635.828552,-431.705261,-292.772491,-285.664032,-448.915100,-304.416626,-464.275940,-483.230560
15,0.125000,-308.665894,-696.503418,-132.477020,-278.483887,-723.695557,-221.421188,-333.545563,-337.786499,-144.097610,-279.861115,-614.257019,-289.211823,-309.179291,-297.205811,-230.188934,-294.595245,-377.283478,-329.694550,-272.342377,-638.205505,-433.726715,-292.652771,-288.184174,-451.593658,-304.253540,-466.786072,-485.547729
16,0.133000,-308.820770,-694.784546,-132.927322,-278.299500,-723.631470,-221.572495,-333.397156,-341.505951,-146.182922,-279.815735,-615.413818,-291.506714,-309.149658,-301.166931,-232.407715,-294.377197,-380.180878,-332.646423,-272.296570,-640.450806,-435.839264,-292.488800,-290.676880,-454.222351,-304.111237,-469.115540,-487.904816
17,0.142000,-309.121490,-693.020020,-133.431122,-278.305786,-723.126221,-221.584564,-333.082245,-344.563171,-148.264603,-279.879486,-616.547668,-293.691681,-308.749451,-304.648071,-234.606583,-294.180817,-382.875092,-335.527740,-272.050201,-642.641052,-437.988434,-292.375031,-292.955719,-456.741241,-303.966949,-471.253326,-490.164642
