Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-307.603333,-760.532166,-130.776886,-278.355286,-740.522766,-221.382416,-341.005798,-174.001007,-117.895523,-280.708466,-613.977783,-241.388626,-314.696777,-167.023499,-212.308151,-301.204834,-287.735199,-254.749924,-275.072235,-591.204895,-385.544342,-297.791229,-244.378082,-397.497681,-307.481415,-419.074524,-433.963135
1,0.008000,-307.523041,-758.849426,-130.861511,-278.456604,-738.146484,-221.177734,-339.834778,-179.505219,-118.151237,-280.475769,-611.758972,-241.384720,-313.539917,-168.693207,-212.102707,-300.455170,-289.305969,-255.188858,-274.846954,-591.055542,-385.684692,-297.372864,-244.139450,-397.450775,-307.272736,-418.937988,-433.941895
2,0.017000,-307.556793,-756.907532,-130.712570,-278.392914,-735.862427,-220.873337,-338.866241,-181.520660,-117.719269,-280.116394,-609.572632,-241.385757,-312.498535,-171.171051,-211.784332,-299.264893,-291.404602,-256.002502,-274.573456,-590.926880,-385.900452,-296.814697,-243.859482,-397.550110,-306.960999,-418.740509,-434.194366
3,0.025000,-307.326141,-755.177002,-130.498291,-278.248322,-733.558960,-220.528671,-338.433197,-180.828461,-117.761635,-279.674103,-607.395630,-241.512985,-311.822968,-173.930267,-212.050980,-298.221802,-293.707794,-257.038544,-274.348083,-590.941467,-386.245941,-296.055664,-244.054153,-397.838684,-306.746338,-418.678864,-434.432068
4,0.033000,-307.369598,-753.142578,-130.229767,-278.101990,-731.240356,-220.188889,-337.226105,-183.887451,-118.621925,-279.279388,-605.168823,-241.552231,-311.313568,-176.257980,-213.066803,-297.864960,-296.054443,-258.181702,-274.206207,-591.009644,-386.589722,-295.670715,-244.001373,-398.059601,-306.471527,-418.721313,-434.726593
5,0.042000,-307.260864,-751.314636,-130.190933,-278.147766,-728.951965,-219.945053,-336.702179,-189.414886,-118.965149,-279.080078,-602.900574,-241.677948,-310.087433,-179.253586,-213.182190,-297.390656,-298.770630,-259.446350,-274.052643,-591.156677,-386.947113,-295.328125,-244.035370,-398.390167,-306.220764,-418.812653,-435.060699
6,0.050000,-307.370392,-749.424683,-130.079498,-278.331390,-726.615417,-219.688477,-334.821014,-193.327911,-119.374451,-278.947083,-600.633850,-241.858994,-309.087219,-182.691864,-213.608521,-296.110352,-301.834503,-260.919586,-274.061493,-591.347839,-387.175232,-295.206482,-244.439224,-398.665039,-306.071503,-419.022736,-435.324066
7,0.058000,-307.516602,-747.397339,-129.835510,-278.479736,-724.195618,-219.451080,-333.461884,-196.994995,-119.556625,-279.099548,-598.219849,-242.185242,-307.574188,-186.920364,-213.680862,-294.819977,-305.206207,-262.808990,-274.105896,-591.632935,-387.614685,-295.009613,-244.681992,-399.022736,-305.928772,-419.327911,-435.792236
8,0.067000,-307.816223,-745.478455,-129.738647,-278.686401,-721.733521,-219.381592,-332.107361,-201.731491,-119.793686,-279.200409,-595.838379,-242.711746,-306.031494,-191.389725,-213.900024,-294.163300,-309.113129,-264.810547,-274.246521,-592.017090,-388.271759,-294.331421,-245.200943,-399.732727,-305.824585,-419.580597,-436.325226
9,0.075000,-307.891754,-743.482544,-129.827194,-278.968262,-719.387024,-219.410706,-329.812866,-207.698029,-119.966187,-279.114380,-593.640930,-243.492081,-304.818298,-195.921936,-214.133911,-293.359344,-312.998840,-267.116730,-274.298859,-592.548828,-389.165436,-293.900330,-245.448853,-400.330902,-305.686096,-420.044586,-437.086060
10,0.083000,-307.737488,-741.531189,-130.041611,-279.113098,-717.211243,-219.480484,-328.721405,-213.276520,-120.356926,-278.813568,-591.645752,-244.528458,-303.766357,-200.763275,-214.547272,-292.318085,-316.753784,-269.682556,-274.370392,-593.110535,-390.211121,-293.508820,-246.566101,-401.457825,-305.646576,-420.683014,-437.929565
11,0.092000,-307.774231,-739.408447,-129.975266,-279.158325,-715.143555,-219.569672,-327.592957,-219.306976,-120.786057,-278.757812,-589.742432,-245.679123,-302.805237,-205.640671,-214.927383,-291.257751,-320.450226,-272.455841,-274.494629,-593.800171,-391.380035,-293.044891,-246.737854,-402.303406,-305.638977,-421.109772,-438.972504
12,0.100000,-307.937500,-737.611145,-129.937561,-279.297729,-713.312439,-219.803757,-326.240356,-225.796738,-121.290482,-278.636414,-588.050964,-246.938324,-301.753540,-210.868469,-215.289124,-290.551788,-324.437653,-275.427979,-274.629364,-594.549500,-392.413940,-292.669342,-247.316208,-403.312439,-305.584106,-421.744263,-439.929260
13,0.108000,-308.520630,-735.614746,-129.704498,-279.514984,-711.739197,-219.918396,-324.718231,-232.669250,-121.936989,-278.533783,-586.730469,-248.014648,-300.478607,-216.424606,-215.645996,-290.001221,-328.535736,-278.517090,-274.748322,-595.322327,-393.551056,-292.208649,-248.111786,-404.241150,-305.560608,-422.555878,-440.928040
14,0.117000,-308.697815,-733.906067,-129.634171,-279.757507,-710.271912,-220.045410,-323.358459,-239.559418,-122.498459,-278.635315,-585.493164,-249.187912,-299.474945,-221.823898,-216.025848,-289.346313,-332.393066,-281.789886,-275.011627,-596.169250,-394.491730,-291.893219,-248.753540,-405.543793,-305.642365,-423.298004,-441.983643
15,0.125000,-308.809082,-731.945679,-129.587311,-279.966614,-708.882263,-220.250153,-322.280792,-246.825821,-122.999886,-278.820190,-584.441528,-250.413025,-298.446014,-227.655991,-216.375946,-288.653351,-336.357178,-285.049835,-275.177246,-597.056824,-395.577423,-291.409973,-249.154739,-406.674042,-305.707275,-424.080292,-442.977356
16,0.133000,-308.788574,-730.129700,-129.701309,-280.094971,-707.519836,-220.426483,-321.400055,-254.233566,-123.647957,-278.758820,-583.338745,-251.727249,-297.703522,-233.658783,-216.801086,-288.298462,-340.353607,-288.385590,-275.326172,-597.991760,-396.653198,-291.074493,-250.298203,-408.187897,-305.743439,-425.082733,-444.043091
