Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-314.339508,-776.116699,-136.703537,-286.272278,-770.877686,-230.811371,-336.332458,-314.936737,-121.466751,-288.453217,-644.331238,-254.100983,-314.326935,-249.081802,-190.981613,-303.794647,-338.267914,-283.255005,-284.504822,-611.042419,-396.732880,-302.260437,-264.085083,-413.604065,-314.680267,-439.075012,-447.163544
1,0.008000,-314.544006,-774.689087,-136.814468,-286.361877,-770.909241,-230.753296,-336.410339,-313.063080,-121.521507,-288.616547,-644.332703,-254.938965,-314.223816,-247.908157,-191.723663,-303.780243,-337.661591,-283.365479,-284.557587,-611.167847,-397.748444,-302.327118,-264.155457,-414.036316,-314.648499,-439.312927,-447.985474
2,0.017000,-315.019257,-773.174988,-136.567154,-286.606720,-770.735596,-230.754272,-336.489532,-310.996429,-121.418404,-288.529114,-644.319031,-255.853622,-314.257202,-246.630569,-192.412384,-303.551941,-336.964203,-283.573792,-284.572296,-611.429626,-398.726593,-302.114227,-264.185425,-414.511749,-314.574829,-439.468079,-448.691681
3,0.025000,-315.207245,-771.387939,-136.470200,-286.799072,-770.104614,-230.673462,-336.548889,-309.106995,-121.539757,-288.596069,-643.947754,-256.842926,-314.083740,-245.495026,-193.292831,-303.329620,-336.274506,-283.875092,-284.479248,-611.640137,-399.849365,-301.476074,-264.388916,-415.321320,-314.288605,-439.586792,-449.786163
4,0.033000,-315.301056,-769.386108,-136.420944,-286.902191,-769.093018,-230.506607,-336.492554,-307.209503,-121.527092,-288.447296,-643.043762,-257.641693,-313.835175,-244.561386,-194.198196,-302.832916,-335.591522,-284.417572,-284.320435,-611.794983,-400.888855,-301.146301,-264.579102,-416.301483,-313.969910,-439.776733,-450.714630
5,0.042000,-315.331146,-767.313721,-136.293716,-286.793915,-767.842224,-230.362442,-336.383148,-305.358124,-121.549103,-288.181854,-641.939514,-258.271790,-313.468140,-243.798370,-195.110138,-302.182556,-334.968323,-285.150757,-284.037842,-611.906372,-401.785614,-300.688171,-264.672455,-417.403229,-313.617645,-439.843628,-451.801392
6,0.050000,-315.115479,-765.294495,-136.065750,-286.553894,-766.537903,-230.127380,-336.350739,-303.693115,-121.574577,-287.801300,-640.799988,-258.854553,-313.082153,-243.128891,-196.231537,-301.902222,-334.488037,-286.082977,-283.639221,-611.979065,-402.567444,-300.474457,-264.670593,-418.575562,-313.284058,-439.842438,-452.774689
7,0.058000,-315.004333,-763.269592,-135.844193,-286.209839,-765.190796,-229.798203,-336.299896,-301.977661,-121.572334,-287.399506,-639.686584,-259.303253,-313.026459,-242.619492,-197.231094,-301.516327,-334.042450,-287.128601,-283.128296,-611.983093,-403.214905,-300.197601,-264.760681,-419.780670,-312.756470,-439.910889,-453.688995
8,0.067000,-314.956024,-761.197205,-135.584534,-285.856995,-763.826172,-229.474991,-336.463226,-300.173584,-121.614929,-287.130768,-638.512756,-259.688232,-313.027069,-242.233612,-198.476273,-301.513306,-333.729706,-288.003021,-282.604675,-611.932312,-403.786102,-299.991760,-264.767761,-420.939514,-312.326904,-439.963654,-454.634552
9,0.075000,-314.980804,-759.153870,-135.434265,-285.588013,-762.433777,-229.205063,-336.395905,-298.529694,-121.885818,-286.893677,-637.248535,-260.128143,-313.291290,-241.808472,-199.620850,-301.427094,-333.387939,-289.167145,-281.912476,-611.855835,-404.404083,-299.955292,-264.687042,-422.169373,-311.954926,-439.965027,-455.581757
10,0.083000,-314.972961,-757.136047,-135.326157,-285.337555,-761.019226,-228.976089,-336.394623,-296.355560,-122.453636,-286.738007,-636.024231,-260.598083,-313.590210,-241.516663,-200.655045,-301.437683,-333.144562,-290.239655,-281.216797,-611.750366,-405.068176,-299.981445,-264.706879,-423.316650,-311.413971,-440.045502,-456.545746
11,0.092000,-314.991852,-755.013123,-135.231018,-284.972717,-759.508301,-228.833252,-337.112183,-294.766541,-122.336586,-286.437012,-634.701965,-261.177673,-313.640198,-241.242371,-201.894119,-301.464325,-333.014923,-291.158539,-280.503357,-611.716797,-405.850189,-300.009979,-264.690094,-424.465820,-311.036560,-440.110474,-457.457458
12,0.100000,-314.855408,-752.919189,-135.247192,-284.828400,-757.660156,-228.766373,-337.286194,-293.428894,-122.410881,-286.161896,-633.249695,-261.857635,-313.713562,-241.117554,-202.855423,-301.514954,-332.806549,-292.145844,-279.774353,-611.829651,-406.751251,-300.056610,-264.914368,-425.530304,-310.554626,-440.345886,-458.587006
