Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-314.237823,-793.734436,-159.089218,-284.808228,-786.312622,-252.21283,-341.426971,-349.452087,-123.157822,-287.699402,-658.783142,-268.809113,-319.176453,-282.267883,-190.818176,-304.918823,-347.57724,-300.533966,-281.479523,-619.970764,-409.933136,-302.230103,-273.355804,-430.188477,-312.260651,-448.674072,-462.538879
1,0.008,-314.243713,-793.732727,-159.07515,-284.814545,-786.299194,-252.210556,-341.420807,-349.442963,-123.153259,-287.702423,-658.77771,-268.800568,-319.184845,-282.247131,-190.818619,-304.925568,-347.573608,-300.537201,-281.483643,-619.968689,-409.92807,-302.246002,-273.352448,-430.184845,-312.261688,-448.668854,-462.530151
2,0.017,-314.252808,-793.731506,-159.063553,-284.817078,-786.315491,-252.211304,-341.462341,-349.405975,-123.109573,-287.710968,-658.777344,-268.802856,-319.175598,-282.258575,-190.830994,-304.927734,-347.582153,-300.534027,-281.492645,-619.975464,-409.930786,-302.248383,-273.349731,-430.190338,-312.263641,-448.673706,-462.531555
3,0.025,-314.243927,-793.739136,-159.082382,-284.820312,-786.309448,-252.2211,-341.463074,-349.403015,-123.129578,-287.709412,-658.779724,-268.802887,-319.179321,-282.258728,-190.83075,-304.922058,-347.588959,-300.542175,-281.489288,-619.978149,-409.936737,-302.237579,-273.36026,-430.200378,-312.264435,-448.68042,-462.537781
4,0.033,-314.26532,-793.724792,-159.061111,-284.822357,-786.311096,-252.198929,-341.426147,-349.441162,-123.140686,-287.70752,-658.772461,-268.792816,-319.171814,-282.258667,-190.817429,-304.916351,-347.586823,-300.533752,-281.482513,-619.983093,-409.925079,-302.233643,-273.354797,-430.183929,-312.266937,-448.670715,-462.525635
5,0.042,-314.25769,-793.727478,-159.036713,-284.820404,-786.321655,-252.212555,-341.467529,-349.409912,-123.115517,-287.705505,-658.793213,-268.803131,-319.166534,-282.265198,-190.830902,-304.923798,-347.586945,-300.537048,-281.497894,-619.981995,-409.928955,-302.229675,-273.363922,-430.202881,-312.278076,-448.682129,-462.53479
6,0.05,-314.267151,-793.73761,-159.078201,-284.835999,-786.318054,-252.203735,-341.471252,-349.410156,-123.112503,-287.72113,-658.7854,-268.805878,-319.182007,-282.260986,-190.828812,-304.930725,-347.578491,-300.540405,-281.500916,-619.98114,-409.937622,-302.245667,-273.367554,-430.201813,-312.284119,-448.681732,-462.532501
7,0.058,-314.267212,-793.734009,-159.06752,-284.835358,-786.313782,-252.206329,-341.461639,-349.412628,-123.113564,-287.711182,-658.789062,-268.800751,-319.15976,-282.265991,-190.834717,-304.923157,-347.588226,-300.53302,-281.501587,-619.986572,-409.929535,-302.245758,-273.354218,-430.191498,-312.276794,-448.674866,-462.535004
8,0.067,-314.250427,-793.752197,-159.077591,-284.836365,-786.32605,-252.206451,-341.413483,-349.460327,-123.162178,-287.703003,-658.797546,-268.807281,-319.152344,-282.277985,-190.845291,-304.928253,-347.585754,-300.53186,-281.495758,-619.989502,-409.932037,-302.238983,-273.375366,-430.2034,-312.267365,-448.688751,-462.54129
9,0.075,-314.262939,-793.748291,-159.074463,-284.839722,-786.314514,-252.206146,-341.421753,-349.452881,-123.151047,-287.713074,-658.794922,-268.795624,-319.160156,-282.266876,-190.836624,-304.93399,-347.587219,-300.520935,-281.509369,-619.984436,-409.916626,-302.233826,-273.363098,-430.194183,-312.283386,-448.683411,-462.531616
